ensg	tissue	paxdb_ppm	ensp	symbol
ENSG00000153956	cerebral_cortex	481.0	ENSP00000349320	CACNA2D1
ENSG00000078369	cerebral_cortex	481.0	ENSP00000367872	GNB1
ENSG00000144908	cerebral_cortex	479.0	ENSP00000273450	ALDH1L1
ENSG00000058404	cerebral_cortex	478.0	ENSP00000379098	CAMK2B
	cerebral_cortex	476.0	ENSP00000263655	CNRIP1
ENSG00000221983	cerebral_cortex	476.0	ENSP00000388107	UBA52
	cerebral_cortex	476.0	ENSP00000333547	RAB11B
ENSG00000136628	cerebral_cortex	470.0	ENSP00000355890	EPRS1
ENSG00000162729	cerebral_cortex	469.0	ENSP00000357065	IGSF8
ENSG00000135624	cerebral_cortex	469.0	ENSP00000258091	CCT7
ENSG00000291237	cerebral_cortex	469.0	ENSP00000446252	SOD2
ENSG00000101365	cerebral_cortex	468.0	ENSP00000482773	IDH3B
	cerebral_cortex	468.0	ENSP00000429150	FAM49B
ENSG00000182054	cerebral_cortex	468.0	ENSP00000331897	IDH2
ENSG00000165629	cerebral_cortex	467.0	ENSP00000349142	ATP5F1C
ENSG00000175161	cerebral_cortex	466.0	ENSP00000384193	CADM2
ENSG00000131018	cerebral_cortex	465.0	ENSP00000356224	SYNE1
ENSG00000122566	cerebral_cortex	464.0	ENSP00000346694	HNRNPA2B1
ENSG00000131981	cerebral_cortex	464.0	ENSP00000254301	LGALS3
ENSG00000124140	cerebral_cortex	463.0	ENSP00000387694	SLC12A5
	cerebral_cortex	463.0	ENSP00000327760	CLASP2
ENSG00000126583	cerebral_cortex	463.0	ENSP00000263431	PRKCG
ENSG00000139329	cerebral_cortex	461.0	ENSP00000266718	LUM
ENSG00000106665	cerebral_cortex	460.0	ENSP00000223398	CLIP2
ENSG00000158856	cerebral_cortex	460.0	ENSP00000427866	DMTN
ENSG00000174238	cerebral_cortex	460.0	ENSP00000316809	PITPNA
ENSG00000127527	cerebral_cortex	458.0	ENSP00000393313	EPS15L1
ENSG00000189058	cerebral_cortex	456.0	ENSP00000345179	APOD
ENSG00000165434	cerebral_cortex	455.0	ENSP00000298198	PGM2L1
ENSG00000113758	cerebral_cortex	455.0	ENSP00000377195	DBN1
ENSG00000141385	cerebral_cortex	454.0	ENSP00000269143	AFG3L2
	cerebral_cortex	453.0	ENSP00000272233	RHOB
ENSG00000124486	cerebral_cortex	453.0	ENSP00000316357	USP9X
ENSG00000159720	cerebral_cortex	451.0	ENSP00000290949	ATP6V0D1
ENSG00000141959	cerebral_cortex	450.0	ENSP00000269848	PFKL
	cerebral_cortex	450.0	ENSP00000256682	ARF3
ENSG00000115159	cerebral_cortex	450.0	ENSP00000308610	GPD2
ENSG00000115977	cerebral_cortex	450.0	ENSP00000386456	AAK1
ENSG00000086758	cerebral_cortex	450.0	ENSP00000340648	HUWE1
ENSG00000168924	cerebral_cortex	450.0	ENSP00000305653	LETM1
ENSG00000077549	cerebral_cortex	449.0	ENSP00000401010	CAPZB
ENSG00000100220	cerebral_cortex	448.0	ENSP00000216038	RTCB
ENSG00000142657	cerebral_cortex	448.0	ENSP00000270776	PGD
ENSG00000118473	cerebral_cortex	447.0	ENSP00000360076	SGIP1
ENSG00000111275	cerebral_cortex	446.0	ENSP00000261733	ALDH2
ENSG00000198513	cerebral_cortex	446.0	ENSP00000351155	ATL1
ENSG00000006451	cerebral_cortex	445.0	ENSP00000005257	RALA
ENSG00000148834	cerebral_cortex	444.0	ENSP00000358727	GSTO1
ENSG00000138430	cerebral_cortex	442.0	ENSP00000284719	OLA1
ENSG00000011485	cerebral_cortex	438.0	ENSP00000012443	PPP5C
ENSG00000186395	cerebral_cortex	438.0	ENSP00000269576	KRT10
ENSG00000159713	cerebral_cortex	438.0	ENSP00000462435	TPPP3
ENSG00000143149	cerebral_cortex	436.0	ENSP00000346827	ALDH9A1
ENSG00000069424	cerebral_cortex	435.0	ENSP00000367323	KCNAB2
ENSG00000042832	cerebral_cortex	435.0	ENSP00000220616	TG
ENSG00000179295	cerebral_cortex	433.0	ENSP00000489597	PTPN11
ENSG00000197746	cerebral_cortex	432.0	ENSP00000378394	PSAP
ENSG00000005249	cerebral_cortex	431.0	ENSP00000265717	PRKAR2B
ENSG00000126803	cerebral_cortex	431.0	ENSP00000378199	HSPA2
ENSG00000104419	cerebral_cortex	429.0	ENSP00000404854	NDRG1
ENSG00000004478	cerebral_cortex	428.0	ENSP00000001008	FKBP4
ENSG00000173599	cerebral_cortex	428.0	ENSP00000498994	PC
ENSG00000105887	cerebral_cortex	427.0	ENSP00000376800	MTPN
ENSG00000074054	cerebral_cortex	426.0	ENSP00000263710	CLASP1
ENSG00000011347	cerebral_cortex	426.0	ENSP00000444201	SYT7
ENSG00000164466	cerebral_cortex	426.0	ENSP00000316905	SFXN1
ENSG00000091157	cerebral_cortex	423.0	ENSP00000254442	WDR7
ENSG00000134202	cerebral_cortex	421.0	ENSP00000354357	GSTM3
ENSG00000132702	cerebral_cortex	420.0	ENSP00000255039	HAPLN2
ENSG00000138279	cerebral_cortex	419.0	ENSP00000362010	ANXA7
	cerebral_cortex	416.0	ENSP00000233813	IGFBP5
ENSG00000100554	cerebral_cortex	416.0	ENSP00000216442	ATP6V1D
ENSG00000182667	cerebral_cortex	416.0	ENSP00000396722	NTM
ENSG00000131171	cerebral_cortex	414.0	ENSP00000362308	SH3BGRL
ENSG00000239672	cerebral_cortex	414.0	ENSP00000337060	NME1
ENSG00000167699	cerebral_cortex	414.0	ENSP00000301329	GLOD4
ENSG00000166913	cerebral_cortex	413.0	ENSP00000361930	YWHAB
ENSG00000174903	cerebral_cortex	412.0	ENSP00000310226	RAB1B
ENSG00000159176	cerebral_cortex	411.0	ENSP00000356275	CSRP1
ENSG00000134684	cerebral_cortex	411.0	ENSP00000362576	YARS1
ENSG00000054148	cerebral_cortex	410.0	ENSP00000247665	PHPT1
ENSG00000175416	cerebral_cortex	410.0	ENSP00000309415	CLTB
ENSG00000105649	cerebral_cortex	410.0	ENSP00000222256	RAB3A
ENSG00000145321	cerebral_cortex	408.0	ENSP00000421725	GC
ENSG00000196776	cerebral_cortex	408.0	ENSP00000355361	CD47
ENSG00000167460	cerebral_cortex	407.0	ENSP00000494125	TPM4
ENSG00000149428	cerebral_cortex	406.0	ENSP00000480150	HYOU1
ENSG00000117984	cerebral_cortex	405.0	ENSP00000236671	CTSD
ENSG00000105357	cerebral_cortex	405.0	ENSP00000493594	MYH14
ENSG00000105695	cerebral_cortex	405.0	ENSP00000376048	MAG
ENSG00000103018	cerebral_cortex	404.0	ENSP00000308430	CYB5B
	cerebral_cortex	404.0	ENSP00000370196	SBF1
ENSG00000169567	cerebral_cortex	403.0	ENSP00000304229	HINT1
ENSG00000143546	cerebral_cortex	402.0	ENSP00000357721	S100A8
ENSG00000187555	cerebral_cortex	400.0	ENSP00000343535	USP7
ENSG00000166974	cerebral_cortex	400.0	ENSP00000300249	MAPRE2
ENSG00000182718	cerebral_cortex	398.0	ENSP00000346032	ANXA2
ENSG00000137076	cerebral_cortex	397.0	ENSP00000316029	TLN1
ENSG00000116459	cerebral_cortex	397.0	ENSP00000358737	ATP5PB
ENSG00000105376	cerebral_cortex	397.0	ENSP00000221980	ICAM5
ENSG00000160789	cerebral_cortex	395.0	ENSP00000357283	LMNA
ENSG00000090273	cerebral_cortex	394.0	ENSP00000319664	NUDC
ENSG00000065613	cerebral_cortex	393.0	ENSP00000358770	SLK
ENSG00000164879	cerebral_cortex	392.0	ENSP00000285381	CA3
ENSG00000115541	cerebral_cortex	391.0	ENSP00000233893	HSPE1
ENSG00000140990	cerebral_cortex	391.0	ENSP00000268668	NDUFB10
ENSG00000111348	cerebral_cortex	391.0	ENSP00000228945	ARHGDIB
ENSG00000167552	cerebral_cortex	391.0	ENSP00000439020	TUBA1A
ENSG00000162688	cerebral_cortex	390.0	ENSP00000294724	AGL
ENSG00000007168	cerebral_cortex	390.0	ENSP00000380378	PAFAH1B1
ENSG00000140945	cerebral_cortex	389.0	ENSP00000268613	CDH13
ENSG00000132589	cerebral_cortex	389.0	ENSP00000378368	FLOT2
ENSG00000073578	cerebral_cortex	388.0	ENSP00000264932	SDHA
ENSG00000150625	cerebral_cortex	387.0	ENSP00000280187	GPM6A
ENSG00000149269	cerebral_cortex	387.0	ENSP00000278568	PAK1
ENSG00000113558	cerebral_cortex	386.0	ENSP00000231487	SKP1
ENSG00000160209	cerebral_cortex	385.0	ENSP00000291565	PDXK
ENSG00000169862	cerebral_cortex	385.0	ENSP00000307134	CTNND2
ENSG00000102003	cerebral_cortex	385.0	ENSP00000263233	SYP
ENSG00000115840	cerebral_cortex	384.0	ENSP00000388658	SLC25A12
ENSG00000131143	cerebral_cortex	384.0	ENSP00000457513	COX4I1
ENSG00000171992	cerebral_cortex	381.0	ENSP00000377789	SYNPO
ENSG00000196365	cerebral_cortex	380.0	ENSP00000353826	LONP1
ENSG00000078114	cerebral_cortex	379.0	ENSP00000366326	NEBL
ENSG00000138758	cerebral_cortex	378.0	ENSP00000422896	SEPTIN11
ENSG00000157827	cerebral_cortex	378.0	ENSP00000288670	FMNL2
ENSG00000101210	cerebral_cortex	378.0	ENSP00000217182	EEF1A2
ENSG00000099204	cerebral_cortex	378.0	ENSP00000277895	ABLIM1
ENSG00000115866	cerebral_cortex	378.0	ENSP00000264161	DARS1
ENSG00000165672	cerebral_cortex	376.0	ENSP00000298510	PRDX3
ENSG00000183091	cerebral_cortex	376.0	ENSP00000484342	NEB
ENSG00000104067	cerebral_cortex	376.0	ENSP00000348416	TJP1
	cerebral_cortex	375.0	ENSP00000250559	RAP1B
ENSG00000197894	cerebral_cortex	373.0	ENSP00000296412	ADH5
ENSG00000197785	cerebral_cortex	372.0	ENSP00000368030	ATAD3A
ENSG00000166501	cerebral_cortex	372.0	ENSP00000496129	PRKCB
ENSG00000115484	cerebral_cortex	371.0	ENSP00000377958	CCT4
ENSG00000118160	cerebral_cortex	371.0	ENSP00000236877	SLC8A2
ENSG00000158560	cerebral_cortex	370.0	ENSP00000320130	DYNC1I1
ENSG00000063854	cerebral_cortex	370.0	ENSP00000380514	HAGH
	cerebral_cortex	370.0	ENSP00000332706	PURA
	cerebral_cortex	370.0	ENSP00000343924	PRELP
ENSG00000119383	cerebral_cortex	369.0	ENSP00000377036	PTPA
ENSG00000142156	cerebral_cortex	369.0	ENSP00000355180	COL6A1
ENSG00000142798	cerebral_cortex	368.0	ENSP00000363827	HSPG2
	cerebral_cortex	368.0	ENSP00000431254	IGLL5
ENSG00000138698	cerebral_cortex	366.0	ENSP00000340454	RAP1GDS1
ENSG00000075142	cerebral_cortex	366.0	ENSP00000265729	SRI
ENSG00000137710	cerebral_cortex	365.0	ENSP00000496414	RDX
ENSG00000130226	cerebral_cortex	364.0	ENSP00000367001	DPP6
ENSG00000189195	cerebral_cortex	364.0	ENSP00000490913	BTBD8
ENSG00000150867	cerebral_cortex	363.0	ENSP00000365757	PIP4K2A
ENSG00000127884	cerebral_cortex	363.0	ENSP00000357535	ECHS1
ENSG00000106105	cerebral_cortex	362.0	ENSP00000373918	GARS1
ENSG00000172270	cerebral_cortex	361.0	ENSP00000333769	BSG
ENSG00000196230	cerebral_cortex	359.0	ENSP00000339001	TUBB
ENSG00000168175	cerebral_cortex	358.0	ENSP00000378851	MAPK1IP1L
ENSG00000159842	cerebral_cortex	357.0	ENSP00000303909	ABR
ENSG00000164402	cerebral_cortex	357.0	ENSP00000367991	SEPTIN8
ENSG00000101557	cerebral_cortex	356.0	ENSP00000261601	USP14
ENSG00000127481	cerebral_cortex	355.0	ENSP00000364403	UBR4
ENSG00000163466	cerebral_cortex	354.0	ENSP00000295685	ARPC2
ENSG00000184144	cerebral_cortex	354.0	ENSP00000330633	CNTN2
ENSG00000175866	cerebral_cortex	354.0	ENSP00000316338	BAIAP2
ENSG00000170390	cerebral_cortex	354.0	ENSP00000303887	DCLK2
ENSG00000168385	cerebral_cortex	354.0	ENSP00000479861	SEPTIN2
ENSG00000101558	cerebral_cortex	352.0	ENSP00000345656	VAPA
ENSG00000100380	cerebral_cortex	351.0	ENSP00000216218	ST13
ENSG00000105402	cerebral_cortex	349.0	ENSP00000263354	NAPA
ENSG00000167371	cerebral_cortex	349.0	ENSP00000456226	PRRT2
ENSG00000169764	cerebral_cortex	348.0	ENSP00000338703	UGP2
ENSG00000213722	cerebral_cortex	347.0	ENSP00000364949	DDAH2
ENSG00000138363	cerebral_cortex	347.0	ENSP00000236959	ATIC
ENSG00000122729	cerebral_cortex	346.0	ENSP00000309477	ACO1
ENSG00000185825	cerebral_cortex	346.0	ENSP00000392330	BCAP31
ENSG00000133731	cerebral_cortex	345.0	ENSP00000408526	IMPA1
ENSG00000068400	cerebral_cortex	344.0	ENSP00000365606	GRIPAP1
ENSG00000171403	cerebral_cortex	344.0	ENSP00000246662	KRT9
ENSG00000129353	cerebral_cortex	342.0	ENSP00000466664	SLC44A2
ENSG00000036257	cerebral_cortex	341.0	ENSP00000264414	CUL3
ENSG00000182985	cerebral_cortex	341.0	ENSP00000329797	CADM1
	cerebral_cortex	341.0	ENSP00000358723	RAP1A
ENSG00000198752	cerebral_cortex	340.0	ENSP00000355237	CDC42BPB
ENSG00000087250	cerebral_cortex	340.0	ENSP00000200691	MT3
ENSG00000009307	cerebral_cortex	339.0	ENSP00000481762	CSDE1
ENSG00000119318	cerebral_cortex	339.0	ENSP00000350708	RAD23B
ENSG00000076201	cerebral_cortex	339.0	ENSP00000265562	PTPN23
ENSG00000173692	cerebral_cortex	337.0	ENSP00000309474	PSMD1
ENSG00000129625	cerebral_cortex	337.0	ENSP00000368959	REEP5
	cerebral_cortex	336.0	ENSP00000354346	MATR3-2
ENSG00000114354	cerebral_cortex	336.0	ENSP00000240851	TFG
ENSG00000108852	cerebral_cortex	336.0	ENSP00000428182	MPP2
ENSG00000136541	cerebral_cortex	335.0	ENSP00000380453	ERMN
ENSG00000213366	cerebral_cortex	334.0	ENSP00000241337	GSTM2
ENSG00000258947	cerebral_cortex	333.0	ENSP00000320295	TUBB3
ENSG00000105355	cerebral_cortex	333.0	ENSP00000221957	PLIN3
ENSG00000084754	cerebral_cortex	333.0	ENSP00000370023	HADHA
ENSG00000243678	cerebral_cortex	332.0	ENSP00000376886	NME2
ENSG00000185518	cerebral_cortex	332.0	ENSP00000377779	SV2B
ENSG00000152818	cerebral_cortex	332.0	ENSP00000356515	UTRN
ENSG00000215021	cerebral_cortex	332.0	ENSP00000441875	PHB2
ENSG00000107959	cerebral_cortex	331.0	ENSP00000370377	PITRM1
ENSG00000123560	cerebral_cortex	330.0	ENSP00000481006	PLP1
ENSG00000167792	cerebral_cortex	330.0	ENSP00000497587	NDUFV1
ENSG00000137106	cerebral_cortex	329.0	ENSP00000313432	GRHPR
ENSG00000006530	cerebral_cortex	329.0	ENSP00000497280	AGK
ENSG00000168653	cerebral_cortex	329.0	ENSP00000362058	NDUFS5
ENSG00000175203	cerebral_cortex	328.0	ENSP00000408910	DCTN2
ENSG00000071127	cerebral_cortex	328.0	ENSP00000427687	WDR1
ENSG00000148660	cerebral_cortex	327.0	ENSP00000319060	CAMK2G
ENSG00000055163	cerebral_cortex	326.0	ENSP00000479719	CYFIP2
ENSG00000084764	cerebral_cortex	326.0	ENSP00000233121	MAPRE3
ENSG00000107581	cerebral_cortex	326.0	ENSP00000358140	EIF3A
ENSG00000172115	cerebral_cortex	326.0	ENSP00000307786	CYCS
ENSG00000171723	cerebral_cortex	325.0	ENSP00000417901	GPHN
ENSG00000112290	cerebral_cortex	324.0	ENSP00000376367	WASF1
ENSG00000104427	cerebral_cortex	324.0	ENSP00000263849	ZC2HC1A
ENSG00000154027	cerebral_cortex	324.0	ENSP00000346577	AK5
ENSG00000067842	cerebral_cortex	323.0	ENSP00000263519	ATP2B3
ENSG00000117601	cerebral_cortex	323.0	ENSP00000356671	SERPINC1
ENSG00000124164	cerebral_cortex	323.0	ENSP00000417175	VAPB
ENSG00000011465	cerebral_cortex	322.0	ENSP00000052754	DCN
ENSG00000171132	cerebral_cortex	322.0	ENSP00000306124	PRKCE
ENSG00000116584	cerebral_cortex	321.0	ENSP00000354837	ARHGEF2
ENSG00000121691	cerebral_cortex	320.0	ENSP00000241052	CAT
ENSG00000079215	cerebral_cortex	320.0	ENSP00000265113	SLC1A3
ENSG00000176619	cerebral_cortex	320.0	ENSP00000327054	LMNB2
ENSG00000147065	cerebral_cortex	319.0	ENSP00000353408	MSN
ENSG00000130779	cerebral_cortex	319.0	ENSP00000479322	CLIP1
ENSG00000137312	cerebral_cortex	319.0	ENSP00000365569	FLOT1
	cerebral_cortex	319.0	ENSP00000347457	DNM3
ENSG00000138207	cerebral_cortex	319.0	ENSP00000360522	RBP4
ENSG00000069345	cerebral_cortex	318.0	ENSP00000314030	DNAJA2
ENSG00000047410	cerebral_cortex	318.0	ENSP00000356448	TPR
ENSG00000168993	cerebral_cortex	318.0	ENSP00000305613	CPLX1
ENSG00000058272	cerebral_cortex	318.0	ENSP00000389168	PPP1R12A
ENSG00000130479	cerebral_cortex	317.0	ENSP00000325313	MAP1S
ENSG00000070182	cerebral_cortex	317.0	ENSP00000495909	SPTB
ENSG00000029725	cerebral_cortex	316.0	ENSP00000445408	RABEP1
ENSG00000102879	cerebral_cortex	316.0	ENSP00000219150	CORO1A
ENSG00000100983	cerebral_cortex	316.0	ENSP00000495750	GSS
ENSG00000168710	cerebral_cortex	315.0	ENSP00000358814	AHCYL1
ENSG00000099783	cerebral_cortex	315.0	ENSP00000325376	HNRNPM
ENSG00000131238	cerebral_cortex	315.0	ENSP00000493153	PPT1
ENSG00000085433	cerebral_cortex	314.0	ENSP00000383599	WDR47
ENSG00000128266	cerebral_cortex	314.0	ENSP00000478892	GNAZ
ENSG00000065833	cerebral_cortex	314.0	ENSP00000358719	ME1
ENSG00000197045	cerebral_cortex	312.0	ENSP00000350757	GMFB
ENSG00000085733	cerebral_cortex	312.0	ENSP00000365745	CTTN
ENSG00000115053	cerebral_cortex	312.0	ENSP00000318195	NCL
ENSG00000100714	cerebral_cortex	312.0	ENSP00000498336	MTHFD1
ENSG00000088833	cerebral_cortex	312.0	ENSP00000418529	NSFL1C
ENSG00000214338	cerebral_cortex	311.0	ENSP00000434570	SOGA3
ENSG00000143799	cerebral_cortex	311.0	ENSP00000355759	PARP1
ENSG00000108828	cerebral_cortex	311.0	ENSP00000347872	VAT1
ENSG00000152583	cerebral_cortex	311.0	ENSP00000414856	SPARCL1
	cerebral_cortex	310.0	ENSP00000291577	GATD3A
ENSG00000100243	cerebral_cortex	309.0	ENSP00000354468	CYB5R3
ENSG00000144290	cerebral_cortex	309.0	ENSP00000393066	SLC4A10
ENSG00000187164	cerebral_cortex	308.0	ENSP00000347532	SHTN1
ENSG00000108424	cerebral_cortex	308.0	ENSP00000290158	KPNB1
ENSG00000109472	cerebral_cortex	307.0	ENSP00000386104	CPE
ENSG00000198130	cerebral_cortex	307.0	ENSP00000352706	HIBCH
ENSG00000147044	cerebral_cortex	307.0	ENSP00000494788	CASK
ENSG00000114867	cerebral_cortex	306.0	ENSP00000416255	EIF4G1
ENSG00000002549	cerebral_cortex	306.0	ENSP00000226299	LAP3
ENSG00000129003	cerebral_cortex	306.0	ENSP00000493560	VPS13C
ENSG00000101444	cerebral_cortex	306.0	ENSP00000217426	AHCY
ENSG00000175662	cerebral_cortex	306.0	ENSP00000368818	TOM1L2
ENSG00000099814	cerebral_cortex	306.0	ENSP00000404151	CEP170B
ENSG00000013364	cerebral_cortex	306.0	ENSP00000378760	MVP
ENSG00000196569	cerebral_cortex	305.0	ENSP00000400365	LAMA2
ENSG00000131725	cerebral_cortex	304.0	ENSP00000254029	WDR44
ENSG00000171246	cerebral_cortex	304.0	ENSP00000307549	NPTX1
ENSG00000015676	cerebral_cortex	304.0	ENSP00000347626	NUDCD3
ENSG00000130203	cerebral_cortex	303.0	ENSP00000252486	APOE
ENSG00000175084	cerebral_cortex	303.0	ENSP00000363071	DES
ENSG00000178127	cerebral_cortex	303.0	ENSP00000327268	NDUFV2
ENSG00000163995	cerebral_cortex	303.0	ENSP00000393511	ABLIM2
ENSG00000101150	cerebral_cortex	303.0	ENSP00000217121	TPD52L2
ENSG00000116661	cerebral_cortex	302.0	ENSP00000346240	FBXO2
ENSG00000172260	cerebral_cortex	302.0	ENSP00000350364	NEGR1
ENSG00000068976	cerebral_cortex	301.0	ENSP00000164139	PYGM
ENSG00000115839	cerebral_cortex	301.0	ENSP00000411418	RAB3GAP1
ENSG00000133835	cerebral_cortex	300.0	ENSP00000411960	HSD17B4
ENSG00000141985	cerebral_cortex	300.0	ENSP00000269886	SH3GL1
ENSG00000104388	cerebral_cortex	300.0	ENSP00000262646	RAB2A
ENSG00000047056	cerebral_cortex	300.0	ENSP00000263150	WDR37
ENSG00000013016	cerebral_cortex	299.0	ENSP00000327116	EHD3
ENSG00000107317	cerebral_cortex	299.0	ENSP00000360687	PTGDS
ENSG00000151376	cerebral_cortex	298.0	ENSP00000440246	ME3
ENSG00000108344	cerebral_cortex	298.0	ENSP00000264639	PSMD3
ENSG00000134900	cerebral_cortex	298.0	ENSP00000365220	TPP2
ENSG00000079785	cerebral_cortex	297.0	ENSP00000370745	DDX1
ENSG00000125868	cerebral_cortex	297.0	ENSP00000246069	DSTN
ENSG00000171560	cerebral_cortex	295.0	ENSP00000498441	FGA
ENSG00000101856	cerebral_cortex	295.0	ENSP00000217971	PGRMC1
ENSG00000033178	cerebral_cortex	295.0	ENSP00000313454	UBA6
ENSG00000128050	cerebral_cortex	294.0	ENSP00000382595	PAICS
ENSG00000064651	cerebral_cortex	294.0	ENSP00000262461	SLC12A2
ENSG00000150093	cerebral_cortex	294.0	ENSP00000379350	ITGB1
ENSG00000004939	cerebral_cortex	294.0	ENSP00000262418	SLC4A1
ENSG00000241973	cerebral_cortex	294.0	ENSP00000255882	PI4KA
ENSG00000088247	cerebral_cortex	293.0	ENSP00000381216	KHSRP
ENSG00000128591	cerebral_cortex	293.0	ENSP00000327145	FLNC
ENSG00000170759	cerebral_cortex	293.0	ENSP00000307078	KIF5B
ENSG00000100003	cerebral_cortex	293.0	ENSP00000478755	SEC14L2
ENSG00000167971	cerebral_cortex	293.0	ENSP00000345436	CASKIN1
ENSG00000041982	cerebral_cortex	292.0	ENSP00000265131	TNC
ENSG00000167770	cerebral_cortex	292.0	ENSP00000444357	OTUB1
ENSG00000134121	cerebral_cortex	292.0	ENSP00000256509	CHL1
ENSG00000075239	cerebral_cortex	292.0	ENSP00000265838	ACAT1
ENSG00000160710	cerebral_cortex	291.0	ENSP00000357459	ADAR
ENSG00000138078	cerebral_cortex	290.0	ENSP00000386543	PREPL
ENSG00000175497	cerebral_cortex	289.0	ENSP00000376855	DPP10
ENSG00000063046	cerebral_cortex	289.0	ENSP00000388806	EIF4B
ENSG00000114302	cerebral_cortex	289.0	ENSP00000265563	PRKAR2A
ENSG00000136279	cerebral_cortex	289.0	ENSP00000417653	DBNL
ENSG00000065150	cerebral_cortex	289.0	ENSP00000261574	IPO5
ENSG00000124299	cerebral_cortex	289.0	ENSP00000244137	PEPD
ENSG00000067704	cerebral_cortex	288.0	ENSP00000355889	IARS2
ENSG00000183785	cerebral_cortex	288.0	ENSP00000333326	TUBA8
ENSG00000143761	cerebral_cortex	288.0	ENSP00000440005	ARF1
ENSG00000108528	cerebral_cortex	287.0	ENSP00000225665	SLC25A11
ENSG00000167863	cerebral_cortex	287.0	ENSP00000301587	ATP5PD
ENSG00000013297	cerebral_cortex	287.0	ENSP00000064724	CLDN11
ENSG00000133703	cerebral_cortex	287.0	ENSP00000256078	KRAS
ENSG00000213760	cerebral_cortex	286.0	ENSP00000302194	ATP6V1G2
ENSG00000175115	cerebral_cortex	286.0	ENSP00000316454	PACS1
ENSG00000175931	cerebral_cortex	285.0	ENSP00000323687	UBE2O
ENSG00000085063	cerebral_cortex	284.0	ENSP00000498879	CD59
ENSG00000145349	cerebral_cortex	284.0	ENSP00000425824	CAMK2D
ENSG00000117906	cerebral_cortex	284.0	ENSP00000319739	RCN2
ENSG00000031698	cerebral_cortex	283.0	ENSP00000358939	SARS1
ENSG00000100884	cerebral_cortex	283.0	ENSP00000440077	CPNE6
ENSG00000153201	cerebral_cortex	283.0	ENSP00000283195	RANBP2
ENSG00000175166	cerebral_cortex	283.0	ENSP00000310129	PSMD2
ENSG00000169504	cerebral_cortex	281.0	ENSP00000363500	CLIC4
ENSG00000100614	cerebral_cortex	280.0	ENSP00000327255	PPM1A
ENSG00000153113	cerebral_cortex	280.0	ENSP00000422176	CAST
ENSG00000108064	cerebral_cortex	280.0	ENSP00000420588	TFAM
ENSG00000120251	cerebral_cortex	279.0	ENSP00000296526	GRIA2
ENSG00000234906	cerebral_cortex	279.0	ENSP00000466775	APOC2
ENSG00000185359	cerebral_cortex	278.0	ENSP00000331201	HGS
ENSG00000198033	cerebral_cortex	277.0	ENSP00000382982	TUBA3C
ENSG00000143632	cerebral_cortex	277.0	ENSP00000355645	ACTA1
ENSG00000198648	cerebral_cortex	277.0	ENSP00000348278	STK39
ENSG00000140105	cerebral_cortex	276.0	ENSP00000347495	WARS1
ENSG00000119139	cerebral_cortex	276.0	ENSP00000438262	TJP2
ENSG00000084674	cerebral_cortex	275.0	ENSP00000233242	APOB
ENSG00000138768	cerebral_cortex	274.0	ENSP00000264904	USO1
ENSG00000130414	cerebral_cortex	274.0	ENSP00000252711	NDUFA10
ENSG00000126214	cerebral_cortex	273.0	ENSP00000414982	KLC1
ENSG00000164985	cerebral_cortex	273.0	ENSP00000370114	PSIP1
	cerebral_cortex	273.0	ENSP00000479488	PHB
ENSG00000120437	cerebral_cortex	272.0	ENSP00000356015	ACAT2
ENSG00000165410	cerebral_cortex	272.0	ENSP00000298159	CFL2
ENSG00000130313	cerebral_cortex	272.0	ENSP00000252603	PGLS
ENSG00000177380	cerebral_cortex	271.0	ENSP00000335614	PPFIA3
ENSG00000154229	cerebral_cortex	271.0	ENSP00000408695	PRKCA
ENSG00000155660	cerebral_cortex	271.0	ENSP00000499129	PDIA4
ENSG00000088832	cerebral_cortex	271.0	ENSP00000383003	FKBP1A
ENSG00000092820	cerebral_cortex	270.0	ENSP00000338934	EZR
ENSG00000120899	cerebral_cortex	270.0	ENSP00000380638	PTK2B
ENSG00000126602	cerebral_cortex	270.0	ENSP00000246957	TRAP1
ENSG00000135720	cerebral_cortex	270.0	ENSP00000258198	DYNC1LI2
ENSG00000205726	cerebral_cortex	270.0	ENSP00000370719	ITSN1
ENSG00000110245	cerebral_cortex	269.0	ENSP00000227667	APOC3
ENSG00000152495	cerebral_cortex	269.0	ENSP00000282356	CAMK4
ENSG00000214753	cerebral_cortex	269.0	ENSP00000301785	HNRNPUL2
ENSG00000136068	cerebral_cortex	268.0	ENSP00000420213	FLNB
ENSG00000169258	cerebral_cortex	268.0	ENSP00000305839	GPRIN1
	cerebral_cortex	268.0	ENSP00000442920	SOD2-2
ENSG00000158710	cerebral_cortex	268.0	ENSP00000357076	TAGLN2
	cerebral_cortex	268.0	ENSP00000419851	GMPS
ENSG00000177885	cerebral_cortex	268.0	ENSP00000376345	GRB2
ENSG00000130787	cerebral_cortex	267.0	ENSP00000253083	HIP1R
