uniprot	pe	pe_text	length	mw_da	gravy	pI	n_tryptic_7_30	tryptic_per_kda	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	pep_frac_unique	pep_frac_shared	pep_max_shared_genes	pep_n_unique	pep_n_clean	pep_clean_per_kda	pep_coverage_clean	pep_frac_met	pep_frac_cys	pep_frac_sequon	pep_frac_slow_cleave	pep_gravy_mean	pep_frac_hydrophilic	pep_frac_hydrophobic	pep_max_gap	pep_coverage_7_30	ensg	y	p_seq
Q9BXH1	1	Evidence at protein level	193	20532.294065	-0.5984455958549222	8.91	8	0.3896301102387314	0.015544041450777202	0.21243523316062177	0.16062176165803108	0.10362694300518134	0.03626943005181347	0	0.005747126436781609	1.0	0.0	0	8	5	0.2436706882545229	0.238341968911917	0.375	0.0	0.0	0.625	-1.0787337662337664	0.25	0.125	47	0.4041450777202072			0.6139783227713657
Q9BXI2	1	Evidence at protein level	301	32580.31736499998	0.2996677740863787	9.39	13	0.3990139154987329	0.026578073089700997	0.16279069767441862	0.03322259136212625	0.10963455149501661	0.11627906976744186	0	0.0	0.9230769230769232	0.0769230769230769	1	12	5	0.1535690664153773	0.1960132890365448	0.3846153846153846	0.3076923076923077	0.0	0.2307692307692307	0.3280135249366018	0.0	0.1538461538461538	32	0.6312292358803987			0.7942197786527146
Q9BXI3	1	Evidence at protein level	368	41020.51816499998	-0.4258152173913037	6.52	19	0.4631828375149929	0.008152173913043478	0.25271739130434784	0.07608695652173914	0.059782608695652176	0.08967391304347826	0	0.0	0.8947368421052632	0.1052631578947368	1	17	13	0.3171123908518922	0.483695652173913	0.2105263157894736	0.0526315789473684	0.0	0.631578947368421	-0.3148592144010101	0.0526315789473684	0.0	36	0.6983695652173914	ENSG00000116981	1.0	0.8884333316686208
Q9BXI6	1	Evidence at protein level	508	57117.58416499993	-0.5454724409448811	8.61	29	0.5077245549501094	0.017716535433070866	0.2559055118110236	0.08464566929133858	0.06692913385826772	0.07086614173228346	0	0.0	0.9655172413793104	0.0344827586206896	1	28	21	0.3678960966504462	0.484251968503937	0.2413793103448276	0.1379310344827586	0.0	0.4482758620689655	-0.450601495311677	0.1034482758620689	0.0344827586206896	41	0.7224409448818898	ENSG00000099992	1.0	0.7796995025336478
Q9BXI9	1	Evidence at protein level	278	30861.110465	-0.45862068965517283	6.39	12	0.3888388920291562	0.021551724137931036	0.22413793103448276	0.06465517241379311	0.09913793103448276	0.10775862068965517	1	0.0	1.0	0.0	0	12	6	0.1945454488387881	0.3057553956834532	0.4166666666666667	0.25	0.0	1.0	-0.3024623762675233	0.0833333333333333	0.0833333333333333	38	0.60431654676259	ENSG00000133466	0.0	0.8514130070519642
Q9BXJ0	1	Evidence at protein level	243	25298.41116499999	-0.42982456140350894	6.23	11	0.43480991467236296	0.013157894736842105	0.18421052631578946	0.13157894736842105	0.15789473684210525	0.09649122807017543	0	0.0	1.0	0.0	0	11	7	0.2768698960637784	0.4279835390946502	0.0909090909090909	0.2727272727272727	0.0	0.4545454545454545	-0.2798856552803921	0.0	0.0	28	0.8106995884773662			0.7225691341415376
Q9BXJ1	1	Evidence at protein level	281	31742.829865000003	-0.7453125	6.74	13	0.409541306029994	0.01953125	0.2421875	0.0546875	0.09375	0.109375	1	0.0	1.0	0.0	0	13	7	0.2206631933709668	0.3558718861209964	0.3076923076923077	0.1538461538461538	0.0769230769230769	0.8461538461538461	-0.6446119747959214	0.2307692307692307	0.0	31	0.6441281138790036	ENSG00000173918	1.0	0.8887391325882248
Q9BXJ3	1	Evidence at protein level	329	35255.98026499994	-0.23769968051118234	8.6	16	0.45382371670669036	0.006389776357827476	0.20447284345047922	0.07667731629392971	0.10223642172523961	0.10543130990415335	0	0.0	1.0	0.0	0	16	11	0.3122008664781749	0.4984802431610942	0.3125	0.0	0.0	0.3125	-0.0276258006108528	0.0625	0.0625	32	0.7082066869300911	ENSG00000172247	1.0	0.8632667080810136
Q9BXJ4	1	Evidence at protein level	246	26994.382664999994	-0.6107142857142858	6.34	7	0.2593132092283764	0.013392857142857142	0.1875	0.07142857142857142	0.16071428571428573	0.11160714285714286	0	0.024390243902439025	1.0	0.0	0	7	3	0.1112066484008947	0.1260162601626016	0.4285714285714285	0.1428571428571428	0.0	0.0	-0.2943785050927908	0.0	0.0	47	0.3902439024390244			0.7453247607636563
Q9BXJ5	1	Evidence at protein level	285	29951.840065000008	-0.664814814814815	9.43	10	0.33386930413285104	0.014814814814814815	0.2111111111111111	0.1037037037037037	0.18518518518518517	0.08888888888888889	2	0.01195219123505976	0.9	0.1	1	9	4	0.133632329353908	0.1789473684210526	0.2	0.3	0.2	0.3	-0.5642716319628084	0.2	0.0	43	0.5403508771929825	ENSG00000145861	1.0	0.6310810757726986
Q9BXJ7	1	Evidence at protein level	453	47754.46156499994	0.07281105990783403	5.93	14	0.29316632501330175	0.027649769585253458	0.19815668202764977	0.07373271889400922	0.10138248847926268	0.06682027649769585	2	0.03132530120481928	1.0	0.0	0	14	11	0.2304904169145823	0.3576158940397351	0.0714285714285714	0.0714285714285714	0.0714285714285714	0.5	-0.0707284683915118	0.0	0.0	51	0.4746136865342163	ENSG00000166126	0.0	0.7029207860312142
Q9BXJ8	1	Evidence at protein level	343	40610.278564999935	-0.13935860058309102	9.25	14	0.34474030946603584	0.023323615160349854	0.1924198250728863	0.03498542274052478	0.052478134110787174	0.15743440233236153	3	0.0	1.0	0.0	0	14	2	0.0492807407935361	0.075801749271137	0.5	0.5	0.2142857142857142	0.6428571428571429	0.0572158251310174	0.0714285714285714	0.1428571428571428	33	0.7113702623906706			0.550424465327107
Q9BXJ9	1	Evidence at protein level	866	101272.43596500029	-0.6151270207852179	7.45	52	0.5134664679930399	0.025404157043879907	0.3140877598152425	0.03579676674364896	0.03233256351039261	0.09468822170900693	3	0.0	0.8269230769230769	0.173076923076923	1	43	27	0.2667780933892864	0.3429561200923787	0.2884615384615384	0.2115384615384615	0.0384615384615384	0.6346153846153846	-0.4520598650971953	0.1346153846153846	0.0384615384615384	28	0.6951501154734411	ENSG00000164134	1.0	0.8219689111970213
Q9BXK5	1	Evidence at protein level	485	52723.15876499992	-0.27505154639175233	4.1	21	0.39830693933954453	0.004123711340206186	0.23505154639175257	0.07422680412371134	0.049484536082474224	0.04742268041237113	2	0.0	1.0	0.0	0	21	13	0.2467232561229908	0.4329896907216495	0.2857142857142857	0.0952380952380952	0.0476190476190476	0.8095238095238095	-0.1967401129060793	0.0	0.0952380952380952	117	0.7030927835051546	ENSG00000099968	1.0	0.912640490656944
Q9BXL6	1	Evidence at protein level	1004	113269.72316500057	-0.4769920318725087	5.75	54	0.47673816524948975	0.02888446215139442	0.2749003984063745	0.0398406374501992	0.05079681274900399	0.04780876494023904	3	0.0	1.0	0.0	0	54	27	0.2385195853343042	0.2898406374501992	0.2592592592592592	0.3148148148148148	0.037037037037037	0.5740740740740741	-0.437475003119611	0.074074074074074	0.037037037037037	38	0.7111553784860558			0.9170225181434885
Q9BXL7	1	Evidence at protein level	1154	133283.95636500083	-0.7472270363951491	5.96	60	0.4501667090050116	0.01993067590987868	0.3188908145580589	0.043327556325823226	0.04419410745233969	0.05805892547660312	5	0.0	0.9833333333333332	0.0166666666666666	1	59	34	0.2552546902072238	0.3353552859618717	0.2	0.2333333333333333	0.0666666666666666	0.6	-0.5378223643754031	0.1333333333333333	0.0166666666666666	33	0.6672443674176777	ENSG00000198286	1.0	0.9307656207517881
Q9BXL8	1	Evidence at protein level	241	26113.506364999987	-0.30995850622406645	4.61	11	0.421237954269647	0.03319502074688797	0.22406639004149378	0.06639004149377593	0.08713692946058091	0.04149377593360996	0	0.0	1.0	0.0	0	11	5	0.1915947784316828	0.2282157676348547	0.3636363636363636	0.2727272727272727	0.0	0.2727272727272727	-0.0801066988566988	0.0909090909090909	0.0909090909090909	53	0.5394190871369294			0.7993003851903522
Q9BXM0	1	Evidence at protein level	1461	154904.63546500052	-0.22292950034223122	7.61	67	0.4325241772066796	0.004106776180698152	0.26967830253251196	0.12114989733059549	0.09034907597535935	0.026009582477754964	0	0.008321775312066574	1.0	0.0	0	67	48	0.3100630158497846	0.3798767967145791	0.2686567164179104	0.0149253731343283	0.0	0.208955223880597	-0.1464528623317321	0.044776119402985	0.0	60	0.5557837097878165	ENSG00000105227	1.0	0.9135010555767883
Q9BXM7	1	Evidence at protein level	581	62769.04786499985	0.009920634920634988	8.47	25	0.3982854742956847	0.02976190476190476	0.19047619047619047	0.07142857142857142	0.08134920634920635	0.06547619047619048	1	0.0	1.0	0.0	0	25	14	0.2231826188121738	0.3407917383820998	0.28	0.28	0.04	0.32	0.0715596569882907	0.04	0.12	43	0.6540447504302926	ENSG00000158828	0.0	0.5348241665321728
Q9BXN1	1	Evidence at protein level	380	43417.171164999934	-0.45114942528735674	6.51	17	0.39155015271248905	0.017241379310344827	0.2672413793103448	0.06321839080459771	0.04597701149425287	0.07758620689655173	1	0.02735562310030395	1.0	0.0	0	17	9	0.2074243372998722	0.2842105263157894	0.2941176470588235	0.1764705882352941	0.0588235294117647	0.1764705882352941	-0.3015002471576866	0.1176470588235294	0.0	34	0.6105263157894737	ENSG00000106819	1.0	0.850746100917894
Q9BXN2	1	Evidence at protein level	247	27627.23016500002	-0.18663967611336027	5.02	10	0.36196172907223445	0.032388663967611336	0.16194331983805668	0.05668016194331984	0.048582995951417005	0.09716599190283401	1	0.0	1.0	0.0	0	10	3	0.1086579814123569	0.1417004048582996	0.3	0.5	0.1	0.5	-0.0914907217538797	0.2	0.1	39	0.659919028340081			0.65253972304071
Q9BXP2	1	Evidence at protein level	914	96109.67896500028	0.42746170678337236	8.15	30	0.31214337955415433	0.01312910284463895	0.13566739606126915	0.06673960612691467	0.11706783369803063	0.08643326039387308	3	0.0	0.9666666666666668	0.0333333333333333	1	29	20	0.2082278775415841	0.3172866520787746	0.1333333333333333	0.1333333333333333	0.0666666666666666	0.4666666666666667	0.3240845243937348	0.0	0.2	82	0.5218818380743983	ENSG00000146828	1.0	0.8377686590994265
Q9BXP5	1	Evidence at protein level	876	100666.44706500029	-1.1332571428571436	5.76	41	0.4072856566947904	0.009142857142857144	0.36114285714285715	0.08342857142857144	0.07657142857142857	0.07314285714285715	3	0.018691588785046728	1.0	0.0	0	41	25	0.2484983036189356	0.3184931506849315	0.1951219512195122	0.1951219512195122	0.048780487804878	0.7073170731707317	-0.8161829628458414	0.2926829268292683	0.073170731707317	75	0.521689497716895	ENSG00000087087	1.0	0.9310108981911196
Q9BXP8	1	Evidence at protein level	1791	198538.6055650011	-0.36268464996788596	4.77	53	0.26695060061076087	0.05523442517662171	0.20809248554913296	0.07642903018625562	0.07385998715478484	0.08028259473346179	16	0.0	1.0	0.0	0	53	19	0.095760979823435	0.1312116136236739	0.1509433962264151	0.5660377358490566	0.0754716981132075	0.5660377358490566	-0.3071475160906465	0.0377358490566037	0.0377358490566037	90	0.467895030709101	ENSG00000116183	0.0	0.7441679348759573
Q9BXR0	1	Evidence at protein level	403	44047.69246499997	-0.060199004975124586	7.25	16	0.3632426378002322	0.029850746268656716	0.19651741293532338	0.05472636815920398	0.0845771144278607	0.06965174129353234	1	0.0	1.0	0.0	0	16	3	0.0681522155328161	0.1141439205955335	0.4375	0.5	0.0625	0.5625	-0.002025621947497	0.0	0.0625	38	0.6501240694789082	ENSG00000213339	1.0	0.7734851016264829
Q9BXR3	2	Evidence at transcript level	956	107687.70946500023	-0.3712343096234311	9.22	48	0.44573331755747453	0.02092050209205021	0.2175732217573222	0.060669456066945605	0.04811715481171548	0.07845188284518828	4	0.0	0.1041666666666666	0.8958333333333334	9	5	4	0.0371678397944523	0.0742677824267782	0.1875	0.2708333333333333	0.0208333333333333	0.625	-0.2968451367660349	0.0625	0.0208333333333333	40	0.7269874476987448			0.3482557382833649
Q9BXR5	1	Evidence at protein level	811	94564.40026500015	-0.11565656565656598	6.73	41	0.43356696478912454	0.025252525252525252	0.2032828282828283	0.03535353535353535	0.026515151515151516	0.10606060606060606	10	0.0	0.975609756097561	0.024390243902439	1	40	19	0.201051242493859	0.2540073982737361	0.3170731707317073	0.2439024390243902	0.1707317073170731	0.3658536585365853	-0.1050355994291827	0.024390243902439	0.024390243902439	50	0.6633785450061652			0.8059645557781328
Q9BXR6	1	Evidence at protein level	569	64419.404364999835	-0.5312159709618872	7.08	22	0.341512005844515	0.06533575317604355	0.2159709618874773	0.08166969147005444	0.06533575317604355	0.10344827586206896	2	0.0	0.9545454545454546	0.0454545454545454	1	21	4	0.0621339328194239	0.0527240773286467	0.1818181818181818	0.7727272727272727	0.0909090909090909	0.4090909090909091	-0.4749813367149146	0.0909090909090909	0.0454545454545454	37	0.4674868189806678			0.6184766339404255
Q9BXS0	1	Evidence at protein level	654	64770.781564999634	-0.9194189602446466	8.64	35	0.540367109278685	0.010703363914373088	0.2308868501529052	0.1651376146788991	0.25535168195718655	0.01529051987767584	0	0.050393700787401574	0.9714285714285714	0.0285714285714285	1	34	22	0.3398708701123085	0.4311926605504587	0.2857142857142857	0.1142857142857142	0.0	0.4571428571428571	-0.9191669639883924	0.2285714285714285	0.0285714285714285	38	0.7522935779816514			0.8791900440362509
Q9BXS1	1	Evidence at protein level	227	26752.565665000006	-0.48546255506607966	6.43	11	0.4111755163128574	0.013215859030837005	0.29515418502202645	0.04405286343612335	0.03524229074889868	0.08370044052863436	1	0.0	0.9090909090909092	0.0909090909090909	1	10	4	0.1496117392783302	0.2158590308370044	0.2727272727272727	0.2727272727272727	0.0909090909090909	0.6363636363636364	-0.2357360820997184	0.0	0.0909090909090909	26	0.7048458149779736			0.8757424637541162
Q9BXS4	1	Evidence at protein level	323	36223.34336499999	-0.23576388888888922	4.61	13	0.3588845973991723	0.041666666666666664	0.20833333333333334	0.041666666666666664	0.034722222222222224	0.09375	1	0.0	1.0	0.0	0	13	5	0.1381226535374511	0.2105263157894736	0.3846153846153846	0.2307692307692307	0.0	0.3076923076923077	-0.2703451356335972	0.0769230769230769	0.0769230769230769	41	0.544891640866873	ENSG00000116209	1.0	0.7005946570137143
Q9BXS5	1	Evidence at protein level	423	48586.89356499991	-0.28744075829383897	7.34	24	0.4939603715947104	0.0071090047393364926	0.25829383886255924	0.04739336492890995	0.05687203791469194	0.10426540284360189	0	0.0	0.8333333333333334	0.1666666666666666	1	20	14	0.2883265442824263	0.4444444444444444	0.2083333333333333	0.0416666666666666	0.0	0.5	-0.1596413661541118	0.0	0.0416666666666666	25	0.7565011820330969	ENSG00000072958	1.0	0.9259253435307901
Q9BXS6	1	Evidence at protein level	441	49451.806964999865	-1.106802721088433	10.62	26	0.525764407727342	0.006802721088435374	0.30385487528344673	0.05668934240362812	0.05442176870748299	0.03854875283446712	1	0.0	1.0	0.0	0	26	19	0.3844450032748692	0.4444444444444444	0.1153846153846153	0.0769230769230769	0.0384615384615384	0.5384615384615384	-0.8034155267809115	0.2692307692307692	0.0	30	0.6689342403628118	ENSG00000137804	0.0	0.8767048079414396
Q9BXS9	1	Evidence at protein level	759	82966.75046499998	0.2974967061923592	8.52	26	0.31337855049497515	0.010540184453227932	0.16996047430830039	0.04479578392621871	0.06719367588932806	0.08036890645586298	3	0.013513513513513514	1.0	0.0	0	26	13	0.1567889852272888	0.2885375494071146	0.3076923076923077	0.1923076923076923	0.0384615384615384	0.3846153846153846	0.1167224654979744	0.0384615384615384	0.1923076923076923	53	0.5665349143610013	ENSG00000225697	1.0	0.8436558487550198
Q9BXT4	1	Evidence at protein level	1180	132023.64846500053	-0.26389830508474504	6.29	71	0.5377824414451181	0.03474576271186441	0.2288135593220339	0.05677966101694915	0.048305084745762714	0.06864406779661017	10	0.0	1.0	0.0	0	71	32	0.2425365138590128	0.3398305084745763	0.2535211267605634	0.352112676056338	0.0704225352112676	0.4366197183098591	-0.2878691603442877	0.0985915492957746	0.056338028169014	36	0.8050847457627118	ENSG00000095627	1.0	0.892257989538319
Q9BXT6	1	Evidence at protein level	1211	135293.10386500065	-0.21643270024772857	6.41	61	0.4508729436857887	0.027250206440957887	0.2402972749793559	0.054500412881915775	0.06523534269199009	0.07762180016515277	7	0.0	1.0	0.0	0	61	26	0.1922978658199009	0.3030553261767134	0.3114754098360656	0.2950819672131147	0.0655737704918032	0.4754098360655737	0.0074815812061375	0.0655737704918032	0.1311475409836065	52	0.7200660611065235	ENSG00000073146	0.0	0.9052971922917206
Q9BXT8	1	Evidence at protein level	1623	184643.43586500167	-0.3723967960566845	5.07	72	0.3899407507377698	0.02895871842267406	0.2618607516943931	0.056685150955021565	0.036352433764633395	0.07332101047443007	9	0.0	1.0	0.0	0	72	34	0.1842567632828376	0.2409118915588416	0.2916666666666667	0.3333333333333333	0.0416666666666666	0.5138888888888888	-0.3235473808702223	0.0694444444444444	0.0555555555555555	48	0.5268022181146026	ENSG00000132972	1.0	0.8456241464019708
Q9BXU0	1	Evidence at protein level	123	14106.967965000005	-0.5203252032520329	5.0	8	0.5670956381164503	0.008130081300813009	0.3089430894308943	0.04065040650406504	0.016260162601626018	0.07317073170731707	0	0.0	1.0	0.0	0	8	6	0.4255866235711417	0.6178861788617886	0.25	0.0	0.0	0.75	-0.2660851556531703	0.0	0.0	17	0.8048780487804879	ENSG00000150783	0.0	0.6731980886313006
Q9BXU1	1	Evidence at protein level	1019	115693.8808650005	-0.3991167811579971	4.78	56	0.4840359713176587	0.017664376840039256	0.2845927379784102	0.02845927379784102	0.047105004906771344	0.07163886162904809	4	0.0	0.9821428571428572	0.0178571428571428	1	55	34	0.2940650418347175	0.4131501472031403	0.1964285714285714	0.1607142857142857	0.0357142857142857	0.625	-0.3817473588333965	0.0535714285714285	0.0357142857142857	38	0.7242394504416094	ENSG00000196335	1.0	0.9557917503846096
Q9BXU7	1	Evidence at protein level	913	104047.09026500027	-0.5887185104052559	8.96	46	0.44210751000187887	0.024096385542168676	0.26944140197152244	0.040525739320920046	0.05147864184008762	0.08214676889375684	5	0.0	1.0	0.0	0	46	24	0.2308108799355923	0.3033953997809419	0.2826086956521739	0.2826086956521739	0.0652173913043478	0.5652173913043478	-0.3129203124403782	0.0869565217391304	0.108695652173913	40	0.6593647316538883	ENSG00000134588	0.0	0.6910241357398337
Q9BXU9	1	Evidence at protein level	261	29324.141365000014	-0.4141762452107282	4.45	14	0.47742233355585223	0.011494252873563218	0.26053639846743293	0.038314176245210725	0.09195402298850575	0.07279693486590039	3	0.0	0.8571428571428571	0.1428571428571428	1	12	5	0.1706173945033588	0.2068965517241379	0.4285714285714285	0.0714285714285714	0.0714285714285714	0.5714285714285714	-0.2937227949620264	0.0714285714285714	0.0714285714285714	31	0.7432950191570882	ENSG00000183166	0.0	0.9337344992147844
Q9BXV9	1	Evidence at protein level	100	10858.784465000002	-0.8960000000000001	3.86	5	0.4604566944040544	0.01	0.33	0.08	0.1	0.04	1	0.0	1.0	0.0	0	5	2	0.1842965103473826	0.35	0.6	0.2	0.0	0.6	-0.8241764214046825	0.2	0.0	26	0.92	ENSG00000170270	1.0	0.8568533018002452
Q9BXW4	1	Evidence at protein level	147	16851.575365	-0.28571428571428603	10.17	7	0.4153914306753005	0.0	0.25396825396825395	0.0873015873015873	0.023809523809523808	0.1111111111111111	1	0.0	1.0	0.0	0	7	5	0.2968995021500612	0.2993197278911564	0.2857142857142857	0.0	0.0	0.4285714285714285	0.1893724156329198	0.0	0.1428571428571428	25	0.5102040816326531			0.7302211356208532
Q9BXW6	1	Evidence at protein level	950	108469.8726650005	-0.5901052631578934	6.33	53	0.4886149370128401	0.02526315789473684	0.27473684210526317	0.04105263157894737	0.049473684210526316	0.08105263157894736	4	0.0	1.0	0.0	0	53	25	0.2306249943808918	0.291578947368421	0.3018867924528302	0.2641509433962264	0.0377358490566037	0.5094339622641509	-0.3445838207297695	0.0754716981132075	0.0	38	0.7105263157894737	ENSG00000141447	1.0	0.9286669940039366
Q9BXW9	1	Evidence at protein level	1451	164128.414465001	-0.17167470709855293	5.73	68	0.4143097355912156	0.021364576154376293	0.23914541695382494	0.03514817367332874	0.03790489317711923	0.0709855272226051	5	0.0	1.0	0.0	0	68	36	0.2194793904474986	0.2811853893866299	0.25	0.2647058823529412	0.0588235294117647	0.6764705882352942	-0.0279780882755072	0.0735294117647058	0.1764705882352941	52	0.6147484493452792	ENSG00000144554	1.0	0.8990671645930074
Q9BXX0	1	Evidence at protein level	1053	115687.22916500036	-0.6286412512218961	6.08	48	0.4149118303416136	0.020527859237536656	0.24144672531769307	0.07624633431085044	0.08211143695014662	0.05571847507331378	8	0.00398406374501992	1.0	0.0	0	48	27	0.2335338395112023	0.3048433048433048	0.1875	0.2291666666666666	0.0833333333333333	0.6041666666666666	-0.6706933729042106	0.125	0.0	40	0.6163342830009497	ENSG00000132205	1.0	0.8823254168521844
Q9BXY4	1	Evidence at protein level	272	30928.65796500003	-1.0677290836653393	9.92	9	0.29099225741332585	0.08764940239043825	0.30278884462151395	0.05179282868525897	0.0796812749003984	0.05179282868525897	4	0.0	1.0	0.0	0	9	5	0.1617689773950558	0.1470588235294117	0.1111111111111111	0.4444444444444444	0.2222222222222222	0.4444444444444444	-0.2336336049571343	0.0	0.0	37	0.3860294117647059	ENSG00000146374	1.0	0.6217747095426822
Q9BXY8	1	Evidence at protein level	128	15321.28356500001	-1.1562499999999991	6.25	6	0.39161209793847945	0.015625	0.359375	0.0625	0.03125	0.0390625	1	0.0	0.3333333333333333	0.6666666666666666	1	2	1	0.0653098946802541	0.1328125	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.3333333333333333	-0.7434689665339819	0.0	0.0	19	0.578125	ENSG00000133134	0.0	0.6716532136980791
Q9BY07	1	Evidence at protein level	1137	126255.2685650008	-0.04819700967458075	7.98	43	0.3405798465975464	0.016710642040457344	0.21284080914687775	0.06156552330694811	0.08619173262972735	0.09410729991204925	6	0.023255813953488372	0.9534883720930232	0.0465116279069767	1	41	22	0.1743619180903479	0.2409850483729111	0.2558139534883721	0.2558139534883721	0.0	0.5116279069767442	0.0208803468100393	0.0697674418604651	0.2325581395348837	84	0.5364995602462621	ENSG00000188687	1.0	0.8578762932755678
Q9BY08	1	Evidence at protein level	206	23204.211165000015	0.47038834951456243	6.24	2	0.08619125148355367	0.03398058252427184	0.1553398058252427	0.024271844660194174	0.08737864077669903	0.15048543689320387	1	0.016042780748663103	1.0	0.0	0	2	0	0.0	0.0	0.5	0.5	0.0	0.5	-0.2887362637362636	0.0	0.0	41	0.1601941747572815	ENSG00000123179	0.0	0.5196191619384871
Q9BY10	1	Evidence at protein level	475	51067.123464999895	0.5840000000000001	9.29	15	0.2937310539976002	0.014736842105263158	0.12210526315789473	0.04842105263157895	0.09473684210526316	0.1031578947368421	1	0.0	1.0	0.0	0	15	8	0.1567584165318175	0.3726315789473684	0.4	0.2	0.0666666666666666	0.3333333333333333	0.4230514147688061	0.0666666666666666	0.4	42	0.6063157894736843	ENSG00000119457	0.0	0.6956200574879271
Q9BY11	1	Evidence at protein level	444	50965.625465000005	-1.0677927927927913	4.89	25	0.49052669857193126	0.013513513513513514	0.3310810810810811	0.033783783783783786	0.06981981981981981	0.08558558558558559	2	0.0	0.88	0.12	1	22	12	0.2355998407406963	0.2725225225225225	0.24	0.16	0.08	0.8	-0.7634181015063368	0.12	0.0	34	0.6801801801801802	ENSG00000124507	1.0	0.9240006984884946
Q9BY12	1	Evidence at protein level	1400	158287.3461650009	-0.6608571428571458	7.46	64	0.40432796146121197	0.020714285714285713	0.2864285714285714	0.04	0.039285714285714285	0.052142857142857144	9	0.001448225923244026	1.0	0.0	0	64	36	0.2275767423792732	0.2814285714285714	0.21875	0.203125	0.09375	0.578125	-0.5171591780633117	0.15625	0.015625	48	0.5871428571428572	ENSG00000140386	1.0	0.8562673330569275
Q9BY14	1	Evidence at protein level	249	26666.88016500001	-0.01776649746192892	4.4	7	0.262497898392607	0.07106598984771574	0.17258883248730963	0.05583756345177665	0.08121827411167512	0.06091370558375635	2	0.0	1.0	0.0	0	7	2	0.0750492144877208	0.1044176706827309	0.4285714285714285	0.5714285714285714	0.1428571428571428	0.5714285714285714	0.3753108795965938	0.0	0.2857142857142857	46	0.3975903614457831	ENSG00000131126	1.0	0.516991072489106
Q9BY15	1	Evidence at protein level	652	72621.06296499996	0.06323296354992027	8.11	17	0.2340918640669474	0.042789223454833596	0.15847860538827258	0.03169572107765452	0.05071315372424723	0.10142630744849446	12	0.0	0.9411764705882352	0.0588235294117647	1	16	7	0.0964537901200533	0.1257668711656441	0.1176470588235294	0.3529411764705882	0.2941176470588235	0.5294117647058824	-0.2720394647504622	0.1176470588235294	0.1176470588235294	54	0.3865030674846625			0.4881096632525414
Q9BY27	1	Evidence at protein level	220	24932.421664999994	-0.528636363636364	7.6	9	0.3609757656487157	0.013636363636363636	0.23636363636363636	0.04090909090909091	0.05	0.04090909090909091	0	0.0	0.4444444444444444	0.5555555555555556	1	4	2	0.0802664630656995	0.0909090909090909	0.1111111111111111	0.2222222222222222	0.0	0.8888888888888888	-0.3671759105092438	0.0	0.0	34	0.5909090909090909			0.6958179903475709
Q9BY32	1	Evidence at protein level	194	21445.665565000003	-0.18082901554404154	5.35	9	0.4196652219872477	0.03626943005181347	0.23316062176165803	0.06735751295336788	0.08808290155440414	0.09844559585492228	0	0.0	1.0	0.0	0	9	5	0.2332971511117488	0.345360824742268	0.1111111111111111	0.4444444444444444	0.0	0.5555555555555556	0.058974444098627	0.0	0.0	27	0.7628865979381443	ENSG00000125877	1.0	0.8172145433937734
Q9BY41	1	Evidence at protein level	377	41757.616164999905	-0.13846153846153844	5.37	14	0.3352681806519027	0.026525198938992044	0.20689655172413793	0.050397877984084884	0.08753315649867374	0.10079575596816977	2	0.0	1.0	0.0	0	14	6	0.1437791792378226	0.2652519893899204	0.2857142857142857	0.2857142857142857	0.1428571428571428	0.4285714285714285	0.0945156097262586	0.0	0.0	51	0.596816976127321	ENSG00000147099	1.0	0.8628357753212497
Q9BY42	1	Evidence at protein level	306	33886.68496499999	-0.7091503267973858	8.78	16	0.4721618540298547	0.0392156862745098	0.3366013071895425	0.042483660130718956	0.06209150326797386	0.049019607843137254	3	0.0	1.0	0.0	0	16	7	0.2067019084811986	0.2647058823529412	0.25	0.5	0.125	0.75	-0.3584435334084934	0.0	0.0	23	0.6535947712418301	ENSG00000022277	1.0	0.6532082275085878
Q9BY43	1	Evidence at protein level	222	25098.25786499999	-0.8405405405405405	4.35	12	0.4781208347028036	0.0	0.35585585585585583	0.04054054054054054	0.04954954954954955	0.036036036036036036	1	0.04433497536945813	0.9166666666666666	0.0833333333333333	1	11	8	0.3189434014419705	0.3783783783783784	0.1666666666666666	0.0	0.0833333333333333	0.6666666666666666	-0.7176496797549429	0.1666666666666666	0.0	59	0.5585585585585585	ENSG00000254505	1.0	0.9173142967457243
Q9BY44	1	Evidence at protein level	585	64990.11216499982	-0.4610256410256407	9.22	33	0.5077695498696497	0.017094017094017096	0.21025641025641026	0.07521367521367521	0.05811965811965812	0.09572649572649573	2	0.0	1.0	0.0	0	33	23	0.3541230275830194	0.5470085470085471	0.2121212121212121	0.1515151515151515	0.0303030303030303	0.3636363636363636	-0.255827998567749	0.0606060606060606	0.0	30	0.8290598290598291	ENSG00000144895	1.0	0.704937517582736
Q9BY49	1	Evidence at protein level	303	32544.329965	-0.032343234323432335	9.12	15	0.46090978109341446	0.0165016501650165	0.1848184818481848	0.0429042904290429	0.09900990099009901	0.08250825082508251	2	0.0	1.0	0.0	0	15	10	0.3074666333611348	0.4785478547854785	0.1333333333333333	0.2	0.1333333333333333	0.2666666666666666	0.0172032281444046	0.0	0.0	33	0.6600660066006601	ENSG00000115425	1.0	0.8679865260581722
