fluid	gene	uniprot	Mass spectrometry	SomaScan	Olink PEA	Luminex xMAP	NULISAseq	ELISA-based protein array	group	pe	p_seq	pep_n_unique	pep_n_clean	pep_frac_shared	ensg	is_secreted	has_signal	ms_class	on_somascan	on_olink	org_lysate_ms	org_lysate_aff	org_media_ms	org_media_aff	druggable	approved_drug
plasma	SYT1	P21579	0	0	1	0	0	0	affinity_only	1.0	0.8788341936427653	13.0	6.0	0.35	ENSG00000067715	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
plasma	TAFA5	Q7Z5A7	0	0	0	0	1	0	other_only	1.0	0.5908356197590844	4.0	1.0	0.0	ENSG00000219438	1.0	1.0	inference_limited	1	1	1.0	1.0	0.0	1.0	1	0
plasma	TAGLN.1	Q01995	0	1	0	0	0	0	affinity_only	1.0	0.9117972277919562	15.0	6.0	0.0625	ENSG00000149591	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	TAGLN.2	P37802	0	1	0	0	0	0	affinity_only	1.0	0.8808945957777399	13.0	4.0	0.0714285714285714	ENSG00000158710	1.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	0	0
plasma	TBCA	O75347	0	1	0	0	0	0	affinity_only	1.0	0.8586497338754276	6.0	5.0	0.0	ENSG00000171530	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	TF	P02787	1	0	0	1	0	0	ms_only	1.0	0.8191612576648005	39.0	14.0	0.0	ENSG00000091513	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
plasma	TFF3	Q07654	0	1	0	1	0	0	affinity_only	1.0	0.7043650373462214	3.0	0.0	0.0	ENSG00000160180	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	1	1
plasma	TFRC	P02786	0	1	0	0	0	0	affinity_only	1.0	0.929897722460144	39.0	27.0	0.025	ENSG00000072274	1.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	0
plasma	THBS2	P35442	0	1	0	0	0	0	affinity_only	1.0	0.8585835593118225	42.0	17.0	0.0869565217391304	ENSG00000186340	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	TIMELESS	Q9UNS1	0	0	0	1	0	0	other_only	1.0	0.9214982857146388	55.0	38.0	0.0	ENSG00000111602	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	TIMP2	P16035	1	0	0	0	0	0	ms_only	1.0	0.7314046238818639	9.0	4.0	0.0	ENSG00000035862	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	TMEM106B	Q9NUM4	0	0	0	0	0	0	unclassified	1.0	0.7923580087506532	13.0	5.0	0.0	ENSG00000106460	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	TNC	P24821	1	1	0	1	0	0	both	1.0	0.9012877734123887	99.0	55.0	0.0	ENSG00000041982	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
plasma	TNFRSF11B	O00300	0	1	0	0	0	0	affinity_only	1.0	0.5844624203380058	22.0	6.0	0.0	ENSG00000164761	1.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	1.0	1	1
plasma	TNFSF12	O43508	0	0	1	0	0	0	affinity_only	1.0	0.6976472031389958	8.0	4.0	0.0	ENSG00000239697	1.0	0.0	confirmable	1	1	0.0	1.0	0.0	0.0	1	0
plasma	TNXB	P22105	0	0	1	0	0	0	affinity_only	1.0	0.9244426563661092	166.0	100.0	0.0726256983240223				confirmable	1	1					0	0
plasma	TREM2	Q9NZC2	0	0	1	0	0	0	affinity_only	1.0	0.6317843987697661	6.0	3.0	0.0	ENSG00000095970	1.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	1.0	0	0
plasma	TTR	P02766	1	0	0	1	0	0	ms_only	1.0	0.845146086151716	5.0	4.0	0.0	ENSG00000118271	1.0	1.0	confirmable	0	1	0.0	1.0	1.0	1.0	1	1
plasma	UBP19	O94966	1	0	0	0	0	0	ms_only	1.0	0.8656167854311162	56.0	33.0	0.0				confirmable	1	0					0	0
plasma	VAT1	Q99536	0	1	0	0	0	0	affinity_only	1.0	0.8492457747985014	16.0	7.0	0.0	ENSG00000108828	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	VCAM1	P19320	1	1	0	1	0	0	both	1.0	0.8928690268496677	38.0	20.0	0.0256410256410256	ENSG00000162692	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	VEGF	P15692	0	0	0	1	0	0	other_only	1.0	0.722592397524052	18.0	9.0	0.0	ENSG00000112715	1.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
plasma	VGF	O15240	0	0	1	0	0	0	affinity_only	1.0	0.9598919926725108	31.0	30.0	0.0	ENSG00000128564	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	0.0	0	0
plasma	VTN	P04004	1	0	0	1	0	0	ms_only	1.0	0.6935149499841773	18.0	7.0	0.0	ENSG00000109072	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
plasma	VWF	P04275	0	0	0	1	0	0	other_only	1.0	0.8244307613095133	35.0	11.0	0.0	ENSG00000110799	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
plasma	ZNF587B	E7ETH6	1	0	0	0	0	0	ms_only	1.0	0.4790087522798784	12.0	7.0	0.5	ENSG00000269343	0.0	0.0	chemistry_limited	0	0					0	0
csf	ACHE	P22303	1	1	0	0	0	0	both	1.0	0.8052526043989328	25.0	14.0	0.0384615384615384				confirmable	1	1					1	1
csf	ALDOA	P04075	1	0	0	0	0	0	ms_only	1.0	0.8326558633653648	17.0	10.0	0.1904761904761904	ENSG00000149925	0.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	1	1
csf	ALDOC	P09972	1	0	0	0	0	0	ms_only	1.0	0.9199929146587166	17.0	11.0	0.2272727272727272	ENSG00000109107	1.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	1	0
csf	ANP32B	Q92688	0	1	0	0	0	0	affinity_only	1.0	0.8343932244227453	6.0	3.0	0.3333333333333333	ENSG00000136938	0.0	0.0	confirmable	1	0	1.0	1.0	1.0	0.0	0	0
csf	APOA1	P02647	1	0	0	0	0	1	ms_only	1.0	0.9363265023038614	17.0	15.0	0.0	ENSG00000118137	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	APOA2	P02652	0	0	0	1	0	0	other_only	1.0	0.8054385839745986	4.0	3.0	0.0	ENSG00000158874	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	0
csf	APOC1	P02654	1	0	0	0	0	0	ms_only	1.0	0.8163138251306651	3.0	3.0	0.0	ENSG00000130208	1.0	1.0	confirmable	1	0	1.0	1.0	0.0	1.0	1	1
csf	APOE	P02649	1	0	0	1	0	0	ms_only	1.0	0.9481296278632114	21.0	16.0	0.0	ENSG00000130203	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	APOH	P02749	1	0	0	0	0	0	ms_only	1.0	0.5872477522944385	16.0	2.0	0.0	ENSG00000091583	1.0	1.0	inference_limited	1	1	0.0	0.0	0.0	1.0	1	0
csf	APP	P05067	1	0	0	1	0	1	ms_only	1.0	0.891305939078262	32.0	16.0	0.0303030303030303	ENSG00000142192	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	ASTN1	O14525	1	0	0	0	0	0	ms_only	1.0	0.839953235132874	51.0	22.0	0.0				confirmable	0	0					0	0
csf	ATP8B1	O43520	1	0	0	0	0	0	ms_only	1.0	0.8856451631721007	45.0	25.0	0.0816326530612244	ENSG00000081923	0.0	0.0	confirmable	0	0					1	1
csf	BAMBI	Q13145	1	0	0	0	0	0	ms_only	1.0	0.6932275850326338	13.0	6.0	0.0	ENSG00000095739	0.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
csf	BASP1	P80723	1	1	1	0	0	0	both	1.0	0.9215406202111596	11.0	11.0	0.0	ENSG00000176788	0.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	0	0
csf	BDNF	P23560	0	0	0	1	0	0	other_only	1.0	0.7826076546460776	15.0	7.0	0.0	ENSG00000176697	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
csf	BGN	P21810	1	0	0	0	0	0	ms_only	1.0	0.7710560571511734	15.0	9.0	0.0625	ENSG00000182492	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	0
csf	BMP7	P18075	1	0	0	0	0	0	ms_only	1.0	0.4516770347269899	1.0	0.0	0.5				inference_limited	1	1					1	1
csf	BORCS5	Q969J3	0	1	0	0	0	0	affinity_only	1.0	0.7924069083921089	12.0	3.0	0.0	ENSG00000165714	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
csf	BST1	Q10588	0	1	0	0	0	0	affinity_only	1.0	0.7279578940543556	15.0	6.0	0.0	ENSG00000109743	0.0	1.0	confirmable	1	1	1.0	1.0	0.0	0.0	1	0
csf	C3	P01024	1	0	0	0	0	0	ms_only	1.0	0.9539734193042138	94.0	55.0	0.0105263157894736	ENSG00000125730	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
csf	C4B	P0C0L5	1	0	0	0	0	0	ms_only	1.0	0.6399853008561981	0.0	0.0	1.0				inference_locked	1	1					1	0
csf	CA3	P07451	1	0	0	0	0	0	ms_only	1.0	0.7348613639656658	14.0	10.0	0.0	ENSG00000164879	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
csf	CALML5	Q9NZT1	1	0	0	0	0	0	ms_only	1.0	0.9586848833814132	8.0	5.0	0.0	ENSG00000178372	1.0	0.0	confirmable	0	0					0	0
csf	CAMK2B	Q13554	0	1	0	0	0	0	affinity_only	1.0	0.6415465930252731	18.0	9.0	0.4	ENSG00000058404	0.0	0.0	chemistry_limited	1	0	1.0	1.0	0.0	1.0	1	1
csf	CBLN4	Q9NTU7	1	0	0	0	0	0	ms_only	1.0	0.8255127552021535	9.0	6.0	0.0				confirmable	1	1					0	0
csf	CCL25	O15444	0	1	0	0	0	0	affinity_only	1.0	0.3317506309315265	5.0	2.0	0.0	ENSG00000131142	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	1	0
csf	CD74	P04233	1	0	0	0	0	0	ms_only	1.0	0.5489031876910975	14.0	5.0	0.0	ENSG00000019582	1.0	0.0	chemistry_limited	1	1	1.0	1.0	0.0	1.0	1	0
csf	CETP	P11597	1	0	0	0	0	0	ms_only	1.0	0.8469645147838937	22.0	11.0	0.0				confirmable	1	0					1	1
csf	CFB	P00751	1	0	0	0	0	0	ms_only	1.0	0.8460801833127266	36.0	19.0	0.0	ENSG00000243649	1.0	1.0	confirmable	1	1	0.0	1.0	1.0	1.0	1	1
csf	CGA	P01215	1	0	0	0	0	0	ms_only	1.0	0.43986077510573	4.0	1.0	0.0	ENSG00000135346	1.0	1.0	inference_limited	1	0	0.0	1.0	0.0	1.0	1	1
csf	CHCHD7	Q9BUK0	0	1	0	0	0	0	affinity_only	1.0	0.6367567543937276	7.0	0.0	0.0	ENSG00000170791	0.0	0.0	inference_limited	1	0	0.0	1.0	0.0	1.0	0	0
csf	CHI3L1	P36222	1	1	1	0	0	0	both	1.0	0.8940852817056334	21.0	13.0	0.0				confirmable	1	1					1	0
csf	CHKB	Q9Y259	0	1	0	0	0	0	affinity_only	1.0	0.8820390611026449	21.0	13.0	0.0	ENSG00000100288	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
csf	CHN1	P15882	0	1	0	0	0	0	affinity_only	1.0	0.8695720769683616	24.0	10.0	0.04				confirmable	1	0					0	0
csf	CHST15	Q7LFX5	1	0	0	0	0	0	ms_only	1.0	0.6967864843973495	28.0	16.0	0.0	ENSG00000182022	0.0	0.0	confirmable	1	0	0.0	1.0	0.0	1.0	0	0
csf	CLU	P10909	1	0	0	0	0	0	ms_only	1.0	0.7314710216704605	19.0	10.0	0.0	ENSG00000120885	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	0
csf	CMGA	P10645	1	0	0	0	0	0	ms_only	1.0	0.9423783771710909	19.0	14.0	0.0	ENSG00000100604	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
csf	CNP	P09543	0	0	1	0	0	0	affinity_only	1.0	0.8232884630817827	26.0	16.0	0.037037037037037	ENSG00000173786	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
csf	CRKL	P46109	0	0	1	0	0	0	affinity_only	1.0	0.8187021741187721	15.0	8.0	0.0	ENSG00000099942	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	CST3	P01034	1	0	0	0	0	0	ms_only	1.0	0.6233977228530313	6.0	2.0	0.0	ENSG00000101439	1.0	1.0	inference_limited	1	1	1.0	1.0	1.0	1.0	1	1
csf	CTSB	P07858	1	0	0	0	0	0	ms_only	1.0	0.7915207766117364	10.0	3.0	0.0	ENSG00000164733	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	CTSD	P07339	1	0	0	0	0	0	ms_only	1.0	0.8483504945786259	16.0	7.0	0.0	ENSG00000117984	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	CXCL5	P42830	0	0	1	0	0	0	affinity_only	1.0	0.5476601560211055	4.0	1.0	0.2	ENSG00000163735	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	1	0
csf	DDR2	Q16832	0	1	0	0	0	0	affinity_only	1.0	0.8137355412906002	30.0	13.0	0.032258064516129				confirmable	1	0					1	1
csf	DNAJC5	Q9H3Z4	1	0	0	0	0	0	ms_only	1.0	0.6994479570783545	7.0	5.0	0.0	ENSG00000101152	0.0	0.0	confirmable	0	0	1.0	0.0	0.0	0.0	0	0
csf	DTX3	Q8N9I9	0	0	1	0	0	0	affinity_only	1.0	0.5774426064805063	16.0	7.0	0.0	ENSG00000178498	0.0	0.0	chemistry_limited	0	1	1.0	1.0	0.0	1.0	0	0
csf	ELN	P15502	0	0	1	0	0	0	affinity_only	1.0	0.8354916313154049	8.0	8.0	0.0	ENSG00000049540	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	0
csf	ENPP5	Q9UJA9	1	0	0	0	0	0	ms_only	1.0	0.8736229172768123	17.0	6.0	0.0	ENSG00000112796	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
csf	ENO1	P06733	1	0	0	0	0	0	ms_only	1.0	0.922827033355736	18.0	12.0	0.1818181818181818	ENSG00000074800	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	ENO2	P09104	1	1	1	0	0	0	both	1.0	0.9431878102144412	16.0	10.0	0.2	ENSG00000111674	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	ENPP2	Q13822	1	0	0	0	0	0	ms_only	1.0	0.7511821449251755	36.0	13.0	0.0	ENSG00000136960	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	0
csf	EPHA4	P54764	1	0	0	0	0	0	ms_only	1.0	0.7636795866007352	37.0	12.0	0.1590909090909091	ENSG00000116106	0.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
csf	F2	P00734	1	1	1	0	0	0	both	1.0	0.846716336582441	30.0	9.0	0.0	ENSG00000180210	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
csf	F5	P12259	1	0	0	0	0	0	ms_only	1.0	0.8828420644921022	85.0	48.0	0.0				confirmable	1	0					1	1
csf	FABP3	P05413	1	0	0	0	0	0	ms_only	1.0	0.9471107929327364	8.0	5.0	0.1111111111111111	ENSG00000121769	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	0
csf	FBLN1	P23142	1	0	0	0	0	0	ms_only	1.0	0.8597952964624318	31.0	10.0	0.0	ENSG00000077942	1.0	1.0	confirmable	1	0	1.0	1.0	1.0	1.0	0	0
csf	FGB	P02675	1	0	0	0	0	0	ms_only	1.0	0.8650583812890679	26.0	12.0	0.0	ENSG00000171564	1.0	1.0	confirmable	1	0	0.0	1.0	0.0	1.0	1	1
csf	FGG	P02679	1	0	0	0	0	0	ms_only	1.0	0.89326123719791	25.0	14.0	0.0	ENSG00000171557	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
csf	FN1	P02751	1	1	1	0	0	0	both	1.0	0.8480879248017723	95.0	56.0	0.0	ENSG00000115414	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	FOLR2	P14207	1	0	0	0	0	0	ms_only	1.0	0.6531733665171363	10.0	2.0	0.1666666666666666				inference_limited	1	1					1	1
csf	GALNT1	Q10472	1	0	0	0	0	0	ms_only	1.0	0.7360193241437846	23.0	9.0	0.1785714285714285	ENSG00000141429	1.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
csf	GALNT2	Q10471	1	0	0	0	0	0	ms_only	1.0	0.8587837549811984	30.0	17.0	0.0625	ENSG00000143641	1.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	GC	P02774	1	0	0	1	0	0	ms_only	1.0	0.7672820871870061	26.0	11.0	0.037037037037037	ENSG00000145321	1.0	1.0	confirmable	1	1	0.0	1.0	1.0	1.0	1	1
csf	GDF15	Q99988	0	1	0	0	0	0	affinity_only	1.0	0.4722438467078892	6.0	2.0	0.0	ENSG00000130513	1.0	1.0	inference_limited	1	1	1.0	1.0	1.0	1.0	1	1
csf	GFAP	P14136	1	0	1	0	0	0	both	1.0	0.9380514371105712	27.0	22.0	0.1	ENSG00000131095	0.0	0.0	confirmable	1	1	0.0	1.0	0.0	0.0	1	1
csf	GFRA2	O00451	1	0	0	0	0	0	ms_only	1.0	0.6372861329135202	18.0	4.0	0.0	ENSG00000168546	0.0	1.0	chemistry_limited	1	1	1.0	1.0	0.0	1.0	1	1
csf	GOT1	P17174	1	0	0	0	0	0	ms_only	1.0	0.8507655171512973	21.0	13.0	0.0	ENSG00000120053	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
csf	GPI	P06744	0	1	0	0	0	0	affinity_only	1.0	0.8650574869630393	23.0	12.0	0.0416666666666666	ENSG00000105220	1.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	GPNMB	Q14956	1	0	0	0	0	0	ms_only	1.0	0.6683798248177646	18.0	9.0	0.0				chemistry_limited	1	1					1	0
csf	GRIN2C	Q14957	1	0	0	0	0	0	ms_only	1.0	0.7559834783291329	45.0	22.0	0.1				confirmable	0	0					1	1
csf	HAMP	P81172	0	1	0	0	0	0	affinity_only	1.0	0.5158017096461406	1.0	0.0	0.0				inference_limited	1	0					1	0
csf	HAVCR2	Q8TDQ0	0	1	0	0	0	0	affinity_only	1.0	0.7244873471151368	15.0	6.0	0.0	ENSG00000135077	0.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	0
csf	HAX1	O00165	0	1	0	0	0	0	affinity_only	1.0	0.9191667269056822	15.0	13.0	0.0	ENSG00000143575	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
csf	HBEGF	Q99075	1	0	0	0	0	0	ms_only	1.0	0.7405429181698465	8.0	3.0	0.0	ENSG00000113070	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
csf	HGF	P14210	0	0	1	0	0	0	affinity_only	1.0	0.6364491269012802	27.0	5.0	0.0	ENSG00000019991	1.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	0.0	1	1
csf	HP	P00738	1	0	0	0	0	0	ms_only	1.0	0.7465569284635537	9.0	5.0	0.55	ENSG00000257017	1.0	1.0	confirmable	1	0	0.0	1.0	1.0	1.0	1	1
csf	HPX	P02790	1	0	0	0	0	1	ms_only	1.0	0.732832433091701	21.0	8.0	0.0454545454545454	ENSG00000110169	1.0	1.0	confirmable	1	0	1.0	1.0	1.0	1.0	1	0
csf	IGFBP7	Q16270	1	0	0	0	0	0	ms_only	1.0	0.7085015237213552	13.0	5.0	0.0714285714285714	ENSG00000163453	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	0
csf	IGKV3D-15	A0A087WSY6	1	0	0	0	0	0	ms_only	1.0	0.3655991219991405	1.0	1.0	0.6666666666666666	ENSG00000224041	1.0	1.0	inference_limited	0	0					0	0
csf	IL15	P40933	1	0	0	0	0	0	ms_only	1.0	0.4826042337218099	3.0	0.0	0.0	ENSG00000164136	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	1	1
csf	IL20RA	Q9UHF4	0	1	0	0	0	0	affinity_only	1.0	0.7543944968292825	15.0	9.0	0.0	ENSG00000016402	0.0	1.0	confirmable	1	1	0.0	1.0	0.0	0.0	0	0
csf	IL34	Q6ZMJ4	0	0	0	0	0	0	unclassified	1.0	0.4040603915311803	8.0	6.0	0.0				chemistry_limited	1	1					0	0
csf	IL8	P10145	0	0	0	1	0	0	other_only	1.0	0.6168856079195365	3.0	1.0	0.0	ENSG00000169429	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	0	0
csf	IMPA1	P29218	1	0	0	0	0	0	ms_only	1.0	0.8254650660206654	16.0	8.0	0.0	ENSG00000133731	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	IRF1	P10914	0	1	0	0	0	0	affinity_only	1.0	0.7135220410535226	11.0	4.0	0.0833333333333333	ENSG00000125347	0.0	0.0	confirmable	1	0	0.0	1.0	0.0	1.0	1	0
csf	ITM2B	Q9Y287	1	0	0	0	0	0	ms_only	1.0	0.7748067881572176	13.0	6.0	0.0	ENSG00000136156	1.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	0	0
csf	LDHA	P00338	1	1	1	0	0	0	both	1.0	0.8768790485436361	15.0	9.0	0.1666666666666666	ENSG00000134333	0.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	1	0
csf	LECT2	O14960	1	0	0	0	0	0	ms_only	1.0	0.6248098766022475	5.0	2.0	0.0	ENSG00000145826	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	0	0
csf	LILRB1	Q8NHL6	0	0	0	0	0	0	unclassified	1.0	0.6172945548242859	15.0	6.0	0.375				chemistry_limited	1	0					0	0
csf	LIN7A	O14910	0	1	0	0	0	0	affinity_only	1.0	0.7679958193207364	7.0	2.0	0.4166666666666667	ENSG00000111052	0.0	0.0	inference_limited	1	0	1.0	1.0	0.0	1.0	0	0
csf	LMOD1	P29536	0	0	1	0	0	0	affinity_only	1.0	0.9328761085927552	27.0	16.0	0.0	ENSG00000163431	0.0	0.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
csf	LRIG1	Q96JA1	1	0	0	0	0	0	ms_only	1.0	0.8837304105246255	49.0	27.0	0.0392156862745098	ENSG00000144749	0.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
csf	LY6H	O94772	1	0	0	0	0	0	ms_only	1.0	0.6736558796448973	5.0	1.0	0.0	ENSG00000176956	0.0	1.0	inference_limited	0	0	1.0	0.0	0.0	0.0	0	0
csf	LYNX1	P0DP58	1	0	0	0	0	0	ms_only	1.0	0.4636376325802245	3.0	1.0	0.0				inference_limited	0	0					0	0
csf	MAP1LC3A	Q9H492	0	1	0	0	0	0	affinity_only	1.0	0.5992564565024526	2.0	0.0	0.5	ENSG00000101460	0.0	0.0	inference_limited	1	1	1.0	1.0	1.0	1.0	0	0
csf	MAPRE3	Q9UPY8	0	1	0	0	0	0	affinity_only	1.0	0.8651269172614412	13.0	7.0	0.1333333333333333	ENSG00000084764	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
csf	MAPT	P10636	1	0	0	1	0	0	ms_only	1.0	0.9191369400084956	39.0	28.0	0.0	ENSG00000186868	1.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
csf	MDH1	P40925	1	0	0	0	0	0	ms_only	1.0	0.8787738900027157	15.0	8.0	0.0	ENSG00000014641	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
csf	MIF	P14174	1	0	0	0	0	0	ms_only	1.0	0.5189911234697122	3.0	1.0	0.0	ENSG00000240972	1.0	0.0	inference_limited	1	1	1.0	1.0	1.0	1.0	1	0
csf	MLEC	Q14165	1	0	0	0	0	0	ms_only	1.0	0.902309252026518	14.0	11.0	0.0				confirmable	1	0					0	0
csf	MMP3	P08254	1	0	0	0	0	0	ms_only	1.0	0.9025073412540106	15.0	11.0	0.0625	ENSG00000149968	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	0.0	1	1
csf	MMP10	P09238	0	1	1	1	0	0	affinity_only	1.0	0.8647835973151619	18.0	11.0	0.0526315789473684	ENSG00000166670	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	0
csf	MT3	Q2MJS5	1	0	0	0	0	0	ms_only									unscored	0	0					1	0
csf	MYH9	P35579	1	0	0	0	0	0	ms_only	1.0	0.9687182272946576	79.0	44.0	0.2178217821782178	ENSG00000100345	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
csf	NEFH	P12036	0	1	0	0	0	0	affinity_only	1.0	0.9310030393440986	32.0	23.0	0.1111111111111111	ENSG00000100285	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
csf	NEFL	P07196	1	0	0	0	0	0	ms_only	1.0	0.9026246479884844	31.0	23.0	0.088235294117647	ENSG00000277586	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
csf	NEGR1	Q7Z3B1	0	1	0	0	0	0	affinity_only	1.0	0.7404500589216537	13.0	6.0	0.0	ENSG00000172260	0.0	1.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
csf	NPTX2	P47972	1	1	0	0	0	0	both	1.0	0.8830690533294735	18.0	10.0	0.0526315789473684	ENSG00000106236	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	0
csf	NPTXR	O95502	1	0	0	0	0	0	ms_only	1.0	0.810884076568976	20.0	10.0	0.0	ENSG00000221890	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
csf	NRGN	Q92686	1	0	0	0	0	0	ms_only	1.0	0.6451343957846224	2.0	2.0	0.0	ENSG00000154146	0.0	0.0	inference_limited	1	1	0.0	1.0	0.0	1.0	0	0
csf	NRX1A	Q9ULB1	1	0	0	0	0	0	ms_only	1.0	0.9040515319031364	53.0	27.0	0.1451612903225806				confirmable	1	0					0	0
csf	NTN1	O95631	1	0	0	0	0	0	ms_only	1.0	0.5436542940631003	23.0	7.0	0.1481481481481481	ENSG00000065320	1.0	1.0	chemistry_limited	1	0	1.0	1.0	0.0	1.0	0	0
csf	NUDC	Q9Y266	1	0	0	0	0	0	ms_only	1.0	0.9595436472115773	21.0	13.0	0.0	ENSG00000090273	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
csf	OPALIN	Q96PE5	1	0	0	0	0	0	ms_only	1.0	0.7465046831345529	6.0	2.0	0.0	ENSG00000197430	0.0	0.0	inference_limited	1	0	0.0	1.0	0.0	0.0	0	0
csf	ORM1	P02763	1	0	0	0	0	0	ms_only	1.0	0.8372144218076013	7.0	3.0	0.3	ENSG00000229314	1.0	1.0	confirmable	0	1	0.0	0.0	0.0	1.0	0	0
csf	P4HB	P07237	1	0	1	0	0	0	both	1.0	0.9365848649818452	33.0	26.0	0.0	ENSG00000185624	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
