is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	ensg	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding
0.0	0.0			0.0	ENSG00000237494	0.0	0.0	0.0				0.0	20.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237498	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237499	0.0	0.0	0.0				0.0	129.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237505	0.0	0.0	0.0				0.0	157.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237512	0.0	0.0	0.0				0.0	53.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237515	24.0	22.0	0.0				0.0	10.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237520	0.0	0.0	0.0				0.0	40.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237522	0.0	0.0	0.0				0.0	77.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237524	0.0	0.0	0.0				0.0	1.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237525	0.0	0.0	0.0				0.0	32.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237529	0.0	0.0	0.0				0.0	23.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237531	0.0	0.0	0.0				0.0	10.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237541	3.0	3.0	0.0				0.0	8.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237550	0.0	0.0	0.0				0.0	97.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237551	0.0	0.0	0.0				0.0	10.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237560	0.0	0.0	0.0				0.0	3.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237567	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237568	0.0	0.0	0.0				0.0	3.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237569	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237574	0.0	0.0	0.0				0.0	6.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237579	0.0	0.0	0.0				0.0	3.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237580	0.0	0.0	0.0				0.0	26.0	0.0	0.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237581	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237583	0.0	0.0	0.0				0.0	1.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237588	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237594	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237595	0.0	0.0	0.0				0.0	42.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237596	0.0	0.0	0.0				0.0	50.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237604	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237605	0.0	0.0	0.0				0.0	99.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237609	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237612	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237621	0.0	0.0	0.0				0.0	3.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237624	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237628	0.0	0.0	0.0				0.0	12.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237629	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237631	0.0	0.0	0.0				0.0	19.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237633	0.0	0.0	0.0				0.0	29.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237636	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237637	0.0	0.0	0.0				0.0	59.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237638	0.0	0.0	0.0				0.0	153.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237639	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237640	0.0	0.0	0.0				0.0	9.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237641	0.0	0.0	0.0				0.0	46.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237643	0.0	0.0	0.0				0.0	131.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237646	0.0	0.0	0.0				0.0	55.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237649	0.0	0.0	61.0	55.0	25.9672131147541	0.3670590163934426	1.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237651	0.0	0.0	42.0	58.0	31.69047619047619	0.08465238095238095	1.0	74.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237654	0.0	0.0	0.0				0.0	10.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237655	0.0	0.0	0.0				0.0	31.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237663	0.0	0.0	0.0				0.0	9.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237666	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237667	0.0	0.0	0.0				0.0	3.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237668	0.0	0.0	0.0				0.0	9.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237669	0.0	0.0	0.0				0.0	103.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237672	0.0	0.0	0.0				0.0	83.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237676	0.0	0.0	0.0				0.0	3.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237679	0.0	0.0	0.0				0.0	7.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237682	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237686	0.0	0.0	0.0				0.0	143.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237693	0.0	0.0	0.0				0.0	67.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237704	0.0	0.0	0.0				0.0	31.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237705	0.0	0.0	0.0				0.0	124.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237709	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237711	0.0	0.0	0.0				0.0	46.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237713	0.0	0.0	0.0				0.0	3.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237714	0.0	0.0	0.0				0.0	85.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237718	0.0	0.0	0.0				0.0	29.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237719	0.0	0.0	0.0				0.0	61.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237728	0.0	0.0	0.0				0.0	10.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237729	0.0	0.0	0.0				0.0	7.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237730	0.0	0.0	0.0				0.0	4.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237734	0.0	0.0	0.0				0.0	13.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237735	0.0	0.0	0.0				0.0	3.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237737	0.0	0.0	0.0				0.0	116.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237738	0.0	0.0	0.0				0.0	130.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237741	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237742	0.0	0.0	0.0				0.0	58.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237743	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237745	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237747	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237748	0.0	0.0	0.0				0.0	2.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237749	0.0	0.0	0.0				0.0	6.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237753	0.0	0.0	0.0				0.0	32.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237756	0.0	0.0	0.0				0.0	9.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237757	0.0	0.0	0.0				0.0	63.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237758	0.0	0.0	0.0				0.0	26.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237763	0.0	0.0	0.0				0.0	1.0	0.0	0.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237765	0.0	0.0	143.0	50.0	23.81118881118881	0.24764545454545453	1.0	105.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237766	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237768	0.0	0.0	0.0				0.0	146.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237772	0.0	0.0	0.0				0.0	52.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237773	0.0	0.0	0.0				0.0	100.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237774	0.0	0.0	0.0				0.0	9.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237775	0.0	0.0	0.0				0.0	3.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237781	0.0	0.0	0.0				0.0	164.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237786	0.0	0.0	0.0				0.0	44.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237787	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237788	0.0	0.0	0.0				0.0	73.0	1.0	0.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237797	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237798	0.0	0.0	0.0				0.0	61.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237803	0.0	0.0	0.0				0.0	1.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237804	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237806	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237813	0.0	0.0	0.0				0.0	145.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237818	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237819	0.0	0.0	0.0				0.0	137.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237821	0.0	0.0	0.0				0.0	7.0	0.0	0.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237827	0.0	0.0	0.0				0.0	33.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237833	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237836	0.0	0.0	0.0				0.0	131.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237840	0.0	0.0	0.0				0.0	15.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237842	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237843	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237844	0.0	0.0	0.0				0.0	7.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237846	0.0	0.0	0.0				0.0	10.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237849	0.0	0.0	0.0				0.0	53.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237851	0.0	0.0	0.0				0.0	31.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237852	0.0	0.0	0.0				0.0	24.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237853	0.0	0.0	0.0				0.0	83.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237854	0.0	0.0	0.0				0.0	83.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237859	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237862	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237870	0.0	0.0	0.0				0.0	2.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237872	0.0	0.0	0.0				0.0	38.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237877	0.0	0.0	0.0				0.0	135.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237879	0.0	0.0	0.0				0.0	1.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237880	0.0	0.0	0.0				0.0	45.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237883	0.0	0.0	0.0				0.0	163.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237886	0.0	0.0	0.0				0.0	58.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237887	0.0	0.0	0.0				0.0	36.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237888	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237892	0.0	0.0	0.0				0.0	12.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237896	0.0	0.0	0.0				0.0	1.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237897	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237903	0.0	0.0	0.0				0.0	9.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237911	0.0	0.0	0.0				0.0	3.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237916	0.0	0.0	0.0				0.0	31.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237917	0.0	0.0	0.0				0.0	6.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237919	0.0	0.0	0.0				0.0	1.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237927	0.0	0.0	0.0				0.0	6.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237928	0.0	0.0	0.0				0.0	24.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237931	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237934	0.0	0.0	0.0				0.0	29.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237938	0.0	0.0	0.0				0.0	163.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237943	0.0	0.0	0.0				0.0	102.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237945	0.0	0.0	0.0				0.0	137.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237950	0.0	0.0	0.0				0.0	80.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237953	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237961	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237972	0.0	0.0	0.0				0.0	64.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237973	0.0	0.0	0.0				0.0	108.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237976	0.0	0.0	0.0				0.0	141.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237977	0.0	0.0	0.0				0.0	42.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237978	0.0	0.0	0.0				0.0	127.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237979	0.0	0.0	0.0				0.0	36.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237984	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237988	0.0	0.0	0.0				0.0	29.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237990	0.0	0.0	0.0				0.0	7.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237991	0.0	0.0	0.0				0.0	8.0	0.0	0.0	1.0	0.0
0.0	0.0			0.0	ENSG00000237993	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000237999	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238000	0.0	0.0	0.0				0.0	15.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238003	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238005	0.0	0.0	0.0				0.0	44.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238007	0.0	0.0	0.0				0.0	6.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238008	0.0	0.0	0.0				0.0	5.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238018	0.0	0.0	0.0				0.0	155.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238019	0.0	0.0	0.0				0.0	18.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238020	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238029	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238034	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238035	0.0	0.0	0.0				0.0	108.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238037	0.0	0.0	0.0				0.0	5.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238038	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238039	0.0	0.0	0.0				0.0	52.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238040	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238043	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238045	0.0	0.0	0.0				0.0	168.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238055	0.0	0.0	0.0				0.0	10.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238057	0.0	0.0	0.0				0.0	123.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238058	0.0	0.0	0.0				0.0	134.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238061	0.0	0.0	0.0				0.0	13.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238062	0.0	0.0	0.0				0.0	1.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238072	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238073	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238078	0.0	0.0	0.0				0.0	2.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238079	0.0	0.0	0.0				0.0	4.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238082	0.0	0.0	0.0				0.0	25.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238083	0.0	0.0	0.0				0.0	127.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238085	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238086	0.0	0.0	0.0				0.0	83.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238090	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238097	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238098	0.0	0.0	0.0				0.0	4.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238099	0.0	0.0	0.0				0.0	1.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238103	0.0	0.0	0.0				0.0	3.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238105	0.0	0.0	0.0				0.0	112.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238107	0.0	0.0	0.0				0.0	41.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238109	0.0	0.0	0.0				0.0	41.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238110	0.0	0.0	0.0				0.0	4.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238111	0.0	0.0	0.0				0.0	21.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238113	0.0	0.0	0.0				0.0	64.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238116	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238117	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238118	0.0	0.0	0.0				0.0	20.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238120	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238122	0.0	0.0	0.0				0.0	7.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238123	0.0	0.0	0.0				0.0	165.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238125	0.0	0.0	0.0				0.0	59.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238129	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238132	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238133	0.0	0.0	0.0				0.0	144.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238137	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238140	0.0	0.0	0.0				0.0	14.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238141	0.0	0.0	0.0				0.0	77.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238142	0.0	0.0	0.0				0.0	19.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238149	0.0	0.0	0.0				0.0	6.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238150	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238151	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238153	0.0	0.0	0.0				0.0	33.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238154	0.0	0.0	0.0				0.0	1.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238160	0.0	0.0	0.0				0.0	32.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238164	0.0	0.0	0.0				0.0	105.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238168	0.0	0.0	0.0				0.0	96.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238169	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238171	0.0	0.0	0.0				0.0	18.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238172	0.0	0.0	0.0				0.0	12.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238173	0.0	0.0	0.0				0.0	1.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238178	0.0	0.0	0.0				0.0	126.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238184	0.0	0.0	0.0				0.0	133.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238186	0.0	0.0	0.0				0.0	28.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238188	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238189	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238197	0.0	0.0	0.0				0.0	154.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238198	0.0	0.0	0.0				0.0	108.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238199	0.0	0.0	0.0				0.0	34.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000238207	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238210	0.0	0.0	0.0				0.0	2.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238212	0.0	0.0	0.0				0.0	15.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000238213	0.0	0.0	0.0				0.0	3.0	0.0	0.0	0.0	0.0
