ensg	uniprot	length	mw_da	gravy	pI	n_tm	has_signal	n_tryptic_7_30	mature_start	mature_end	mature_length	n_glyco_sites	n_mod_res	n_disulfide	n_lipid_sites	n_glyco_sites_observed	n_mod_res_observed	n_disulfide_observed	n_lipid_sites_observed	has_propeptide	pe_level	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	disorder_fraction_proxy	pest_score_max	pest_score_sum	n_pest_regions	pest_fraction	is_secreted	is_ecm	is_membrane	is_nuclear	is_chromatin	is_cytoplasmic	is_mitochondrial	is_er_golgi	is_lysosome	is_peroxisome	is_endosome	is_vesicle	is_lipid_droplet	is_cytoskeleton	is_projection	n_compartments	is_multilocal	topo_multipass	topo_single_type1	topo_single_type2	topo_single_other	topo_peripheral	topo_lipid_anchor	topo_extracellular_aa	topo_cytoplasmic_aa	loc_n_clauses	loc_n_observed	loc_go_n_terms	loc_source	tryptic_per_kda	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio	is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding	mirna_site_density
ENSG00000112333	Q9Y466	385	42589	-0.1803	9.16	0	0	20	1	385	385	0	0	0	0	0	0	0	0	0	1	0.033766233766233764	0.21038961038961038	0.05454545454545454	0.05194805194805195	0.07532467532467532	2	0.0	0.10249307479224377	0.06833333333333336	0.11833333333333336	2	0.06233766233766234	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	cc	0.4696	6.0	3244.0	9.0	49.32182490752158	0.5781668938025297	0.5	744.0	1342.0	1155.0	60.752688172043015	39.94038748137109	1.161904761904762	0.0	0.0			0.0	3.0	3.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0	2.2354694485842024
ENSG00000147613	Q96QS6	385	43027	-0.3047	10.11	0	0	18	1	385	385	0	0	0	0	0	0	0	0	0	1	0.007792207792207792	0.23116883116883116	0.04935064935064935	0.07532467532467532	0.08051948051948052	1	0.0	0.16897506925207756	0.05	0.07633333333333335	3	0.1012987012987013	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	go	0.4183	3.0	2557.0	3.0	39.18654673445444	0.5755263848197859	0.6875	46.0	1353.0	1155.0	76.08695652173914	27.34663710273466	1.1714285714285717	0.0	0.0			0.0	0.0	0.0	0.0				0.0	4.0	1.0	1.0	0.0	0.0	0.0
ENSG00000162374	P26378	385	42398	-0.3951	9.82	0	0	20	1	385	385	0	2	0	0	0	2	0	0	0	1	0.012987012987012988	0.18701298701298702	0.06233766233766234	0.08311688311688312	0.08051948051948052	3	0.0	0.09141274238227147	0.05700000000000001	0.15069963369963368	4	0.14025974025974025	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	6	1	6	cc	0.4717	20.0	3965.0	7.0	36.9482976040353	0.6250139786742734	0.6875	270.0	2594.0	1098.0	37.03703703703704	31.495759444872785	2.3624772313296902	0.0	0.0			0.0	39.0	33.0	0.0				0.0	2.0	0.0	1.0	0.0	0.0	15.034695451040864
ENSG00000149657	Q9BX40	385	42071	-0.85	10.23	0	0	14	2	385	384	0	1	0	0	0	7	0	0	0	1	0.005208333333333333	0.2604166666666667	0.06770833333333333	0.09114583333333333	0.0703125	4	0.005479452054794521	0.4361111111111111	0.0	0.0	0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	cc	0.3328	10.0	2576.0	9.0	55.35714285714286	0.6377614939737425	0.625	192.0	1226.0	1155.0	84.375	48.939641109298535	1.0614718614718617	0.0	0.0			0.0	17.0	17.0	60.0	97.0	46.43333333333333	0.8275699999999999	1.0	167.0	1.0	1.0	1.0	0.0	13.866231647634585
ENSG00000183049	Q8IU85	385	42914	-0.3642	7.23	0	0	18	1	385	385	0	0	0	0	0	2	0	0	0	1	0.01818181818181818	0.2623376623376623	0.03636363636363636	0.05714285714285714	0.08831168831168831	3	0.00273224043715847	0.3850415512465374	0.05346153846153845	0.14864711269123032	5	0.21038961038961038	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	2	cc	0.4194	7.0	8088.0	11.0	50.71711177052424	0.6255790831022153	0.9375	272.0	6658.0	1155.0	76.47058823529412	49.669570441574045	5.764502164502164	0.0	0.0			0.0	32.0	28.0	0.0				0.0	35.0	1.0	1.0	0.0	0.0	4.806248122559327
ENSG00000099956	Q12824	385	44141	-0.5761	6.13	0	0	19	1	385	385	0	0	0	0	0	1	0	0	0	1	0.012987012987012988	0.2753246753246753	0.05454545454545454	0.04155844155844156	0.07792207792207792	3	0.0	0.3850415512465374	0.06833333333333336	0.28610042735042734	8	0.2883116883116883	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	16	cc	0.4304	45.0	5191.0	9.0	59.58389520323637	0.7166624701949826	0.5	204.0	3829.0	1155.0	78.43137254901961	59.80673805171063	3.315151515151515	1.0	41.0	13.878048780487806	129.0	1.0	1.0	1.0	0.0				0.0	164.0	1.0	1.0	1.0	0.0	0.26116479498563594
ENSG00000178074	Q8N8R5	385	43448	-0.4945	7.82	0	0	21	25	385	361	0	0	0	0	0	0	0	0	0	1	0.024930747922437674	0.20221606648199447	0.055401662049861494	0.06371191135734072	0.09695290858725762	2	0.0	0.12759643916913946	0.02428571428571427	0.032857142857142835	2	0.07756232686980609	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	cc	0.4833	5.0	3691.0	2.0	37.63207802763478	0.5280265465488849	0.375	146.0	2387.0	1155.0	76.71232876712328	30.95936321742773	2.066666666666667	0.0	0.0			0.0	22.0	18.0	0.0				0.0	154.0	1.0	1.0	1.0	0.0	9.216589861751151
ENSG00000107672	Q9NXX6	385	44301	-0.8034	5.04	0	0	20	1	385	385	0	0	0	0	0	2	0	0	0	1	0.005194805194805195	0.3220779220779221	0.06493506493506493	0.04935064935064935	0.06753246753246753	1	0.00819672131147541	0.5817174515235457	0.07038461538461538	0.2356896681749623	7	0.2649350649350649	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	1	4	cc	0.4515	42.0	1391.0	11.0	48.3824586628325	0.5323280731403008	0.5625	52.0	181.0	1155.0	57.692307692307686	33.70165745856354	0.1567099567099567	1.0	2.0	4.5	6.0	0.0	3.0	3.0	2.0	74.0	72.0	0.53085	1.0	148.0	1.0	1.0	1.0	0.0	16.574585635359117
ENSG00000127838	Q8N490	385	42876	-0.5327	9.37	0	0	16	1	385	385	0	0	0	0	0	0	0	0	0	1	0.01818181818181818	0.23896103896103896	0.06493506493506493	0.09090909090909091	0.07012987012987013	2	0.0	0.24930747922437674	0.08714285714285713	0.10675824175824175	2	0.07012987012987013	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	7	cc	0.3732	42.0	2987.0	10.0	59.15634415801808	0.6577640849797796	0.8125	17.0	1812.0	1155.0	64.70588235294117	57.00883002207505	1.568831168831169	1.0	1.0	18.0	18.0	1.0	0.0	0.0	0.0				0.0	166.0	1.0	1.0	1.0	0.0	0.0
ENSG00000283706	Q9UI38	385	43088	-0.1364	7.33	0	1	17	40	385	346	2	0	4	0	0	0	0	0	0	1	0.03757225433526012	0.17341040462427745	0.07225433526011561	0.05491329479768786	0.0953757225433526	2	0.012232415902140673	0.08385093167701864	0.05	0.07428571428571427	2	0.07514450867052024	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	2	cc	0.3945	1.0	1332.0	6.0	62.16216216216216	0.6850201815043859	0.625	45.0	129.0	1155.0	73.33333333333333	57.36434108527132	0.1116883116883116	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183208	Q6ZNW5	385	42362	-0.1403	6.45	0	0	18	1	385	385	0	0	0	0	0	0	0	0	0	1	0.01038961038961039	0.18961038961038962	0.09350649350649351	0.07532467532467532	0.07272727272727272	2	0.0	0.027700831024930747	0.042333333333333334	0.07380392156862745	2	0.08311688311688312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.4249	13.0	5128.0	4.0	50.0585023400936	0.6215224746387973	0.4375	225.0	3745.0	1155.0	55.11111111111112	47.076101468624834	3.242424242424242	0.0	0.0			0.0	0.0	0.0	19.0	46.0	26.526315789473685	0.151878947368421	1.0	141.0	1.0	1.0	1.0	0.0	0.0
ENSG00000133316	Q6RFH5	385	42441	-0.5449	8.42	0	0	22	1	385	385	0	0	0	0	0	3	0	0	0	1	0.025974025974025976	0.24155844155844156	0.06233766233766234	0.1038961038961039	0.05194805194805195	1	0.0	0.2742382271468144	0.07142857142857142	0.1265770194717563	4	0.15064935064935064	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	3	cc	0.5184	26.0	1219.0	11.0	58.73666940114848	0.6047721459012365	0.75	20.0	41.0	1155.0	60.0	51.21951219512195	0.0354978354978355	0.0	0.0			0.0	0.0	0.0	40.0	22.0	18.95	0.5273	1.0	168.0	1.0	1.0	1.0	0.0	0.0
ENSG00000174059	P28906	385	40716	-0.4116	5.97	1	1	8	32	385	354	9	3	0	0	0	0	0	0	0	1	0.01694915254237288	0.16666666666666666	0.04519774011299435	0.08192090395480225	0.0423728813559322	10	0.0	0.14545454545454545	0.08666666666666667	0.21112040133779264	5	0.2062146892655367	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	10	cc	0.1965	14.0	7969.0	8.0	46.480110427908144	0.6120638855338529	0.5	45.0	6766.0	1155.0	64.44444444444444	45.30002955956252	5.858008658008658	0.0	0.0			0.0	6.0	6.0	0.0				0.0	1.0	0.0	1.0	0.0	0.0	0.8867868755542418
ENSG00000120832	Q49AM1	385	44414	-0.2377	8.46	0	0	19	36	385	350	0	0	0	0	0	0	0	0	0	1	0.02	0.25142857142857145	0.04285714285714286	0.037142857142857144	0.07714285714285714	2	0.0	0.22392638036809817	0.031666666666666676	0.08585347985347988	5	0.19714285714285715	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	cc	0.4278	16.0	1784.0	3.0	40.02242152466368	0.4839612009246443	0.6875	346.0	280.0	1155.0	55.78034682080924	30.0	0.2424242424242424	0.0	0.0			0.0	2.0	2.0	13.0	23.0	18.307692307692307	0.0643538461538461	1.0	152.0	1.0	1.0	1.0	0.0	7.142857142857142
ENSG00000130829	Q99956	384	41868	-0.2255	6.0	0	0	18	1	384	384	0	0	0	0	0	3	0	0	0	1	0.0234375	0.2109375	0.08072916666666667	0.0859375	0.07291666666666667	3	0.0027397260273972603	0.18611111111111112	0.020789473684210524	0.020789473684210524	1	0.049479166666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	cc	0.4299	12.0	2434.0	4.0	65.61216105176663	0.6671988719705959	0.5625	258.0	1021.0	1152.0	76.35658914728683	61.60626836434868	0.8862847222222222	0.0	0.0			0.0	3.0	3.0	8.0	78.0	53.25	0.057475	1.0	157.0	1.0	1.0	1.0	0.0	2.9382957884427037
ENSG00000198488	Q6ZMB0	384	42748	-0.199	7.76	1	0	17	1	384	384	3	0	0	0	0	0	0	0	0	1	0.026041666666666668	0.2109375	0.09375	0.07291666666666667	0.09635416666666667	3	0.0	0.19166666666666668	0.03653846153846155	0.04173076923076924	3	0.109375	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2	2	cc	0.3977	5.0	2503.0	2.0	63.40391530163804	0.6441186707759752	0.3125	81.0	1267.0	1152.0	48.14814814814815	57.537490134175215	1.0998263888888888	0.0	0.0			0.0	0.0	0.0	0.0				0.0	3.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186795	Q7Z418	384	43671	0.2911	7.0	4	0	14	1	384	384	0	2	1	0	1	0	0	0	0	1	0.0390625	0.19010416666666666	0.0625	0.052083333333333336	0.13541666666666666	2	0.0	0.175	0.013333333333333336	0.022543859649122797	2	0.08072916666666667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	cc	0.3206	2.0	1155.0	3.0	50.82251082251082	0.6452474168355018	0.25	0.0	0.0	1152.0			0.0	0.0	0.0			0.0	0.0	0.0	0.0				0.0	3.0	0.0	0.0	0.0	0.0	
ENSG00000081059	P36402	384	41552	-0.7362	7.52	0	0	13	1	384	384	0	0	0	0	0	0	0	0	0	1	0.005208333333333333	0.23177083333333334	0.10677083333333333	0.09895833333333333	0.0625	1	0.0027397260273972603	0.39444444444444443	0.0026923076923076883	0.0026923076923076883	1	0.033854166666666664	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	cc	0.3129	30.0	3288.0	10.0	57.17761557177615	0.6789903941702216	0.6875	226.0	1907.0	1152.0	82.30088495575221	49.81646565285789	1.6553819444444444	0.0	0.0			0.0	11.0	9.0	3.0	87.0	70.66666666666667	0.5881333333333333	1.0	144.0	1.0	1.0	1.0	0.0	5.768222338751967
ENSG00000100024	Q9UBR1	384	43166	-0.2911	6.51	0	0	20	1	384	384	0	1	0	0	0	0	0	0	0	1	0.0234375	0.22916666666666666	0.052083333333333336	0.0625	0.09635416666666667	2	0.0	0.19722222222222222	0.05750000000000001	0.05750000000000001	1	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.4633	57.0	3823.0	10.0	49.85613392623594	0.6614482271033745	0.9375	72.0	2596.0	1152.0	70.83333333333334	46.687211093990754	2.2534722222222223	0.0	0.0			0.0	1.0	1.0	0.0				0.0	30.0	1.0	1.0	0.0	0.0	0.38520801232665636
ENSG00000117481	Q96CB9	384	43089	-0.1549	7.42	0	0	12	26	384	359	0	0	0	0	0	1	0	0	0	1	0.027855153203342618	0.20612813370473537	0.052924791086350974	0.06128133704735376	0.0947075208913649	0	0.0	0.1791044776119403	0.0	0.0	0	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	cc	0.2785	20.0	4347.0	6.0	46.35380722337244	0.5911820970934033	0.625	20.0	3172.0	1152.0	70.0	43.60025220680959	2.7534722222222223	1.0	1.0	2.0	2.0	0.0	13.0	12.0	6.0	54.0	35.833333333333336	0.2654	1.0	161.0	1.0	1.0	1.0	0.0	4.098360655737705
ENSG00000131043	Q9Y312	384	43472	-0.1376	5.83	0	0	17	2	384	383	0	0	0	0	0	1	0	0	0	1	0.018276762402088774	0.22715404699738903	0.06527415143603134	0.05221932114882506	0.10182767624020887	0	0.0	0.16991643454038996	0.05750000000000001	0.13519057258530942	5	0.2010443864229765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	go	0.3911	36.0	2417.0	4.0	54.48903599503516	0.7048808644133642	0.5625	74.0	1188.0	1152.0	58.108108108108105	52.02020202020202	1.03125	0.0	0.0			0.0	4.0	4.0	92.0	71.0	26.73913043478261	0.4190597826086956	1.0	146.0	1.0	1.0	1.0	0.0	3.367003367003367
ENSG00000184361	Q96LK8	384	42325	-0.6031	4.41	0	0	17	1	384	384	0	2	0	0	0	0	0	0	0	1	0.015625	0.234375	0.10677083333333333	0.033854166666666664	0.0390625	1	0.0	0.33055555555555555	0.04300000000000001	0.05600000000000002	2	0.09114583333333333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	go	0.4017	7.0	1266.0	5.0	57.345971563981045	0.6728755415605218	0.375	78.0	33.0	1152.0	67.94871794871796	51.51515151515152	0.0286458333333333	0.0	0.0			0.0	0.0	0.0	0.0				0.0	73.0	1.0	1.0	0.0	0.0	0.0
ENSG00000239713	Q9HC16	384	46408	-0.6107	8.06	0	0	26	1	384	384	0	0	0	0	0	2	0	0	0	1	0.0390625	0.25	0.052083333333333336	0.036458333333333336	0.15885416666666666	1	0.0	0.16944444444444445	0.03	0.07083710407239818	4	0.15364583333333334	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	6	4	6	cc	0.5602	14.0	1564.0	8.0	48.27365728900256	0.6810532133152906	0.4375	87.0	322.0	1152.0	54.02298850574713	36.95652173913043	0.2795138888888889	0.0	0.0			0.0	0.0	0.0	0.0				0.0	58.0	0.0	1.0	0.0	0.0	0.0
ENSG00000144648	O00590	384	43443	0.4714	7.76	7	0	10	1	384	384	1	0	1	0	0	8	0	0	0	1	0.0234375	0.13802083333333334	0.036458333333333336	0.052083333333333336	0.14322916666666666	3	0.0	0.03333333333333333	0.013333333333333336	0.013333333333333336	1	0.03125	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	4	6	cc	0.2302	27.0	2990.0	3.0	50.23411371237459	0.6429750251127376	0.75	206.0	1629.0	1152.0	50.0	48.06629834254144	1.4140625	0.0	0.0			0.0	2.0	1.0	0.0				0.0	74.0	1.0	1.0	0.0	0.0	1.2277470841006752
ENSG00000101292	Q8NFJ6	384	43996	0.3479	8.94	7	0	13	1	384	384	2	0	1	0	0	0	0	0	0	1	0.03125	0.16927083333333334	0.0390625	0.036458333333333336	0.13802083333333334	4	0.0	0.13333333333333333	0.05346153846153845	0.05346153846153845	1	0.033854166666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	cc	0.2955	4.0	4446.0	3.0	48.20062977957715	0.698060377465146	0.875	469.0	2822.0	1152.0	70.36247334754798	41.92062367115521	2.4496527777777777	0.0	0.0			0.0	2.0	2.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.7087172218284904
ENSG00000129221	Q9NZN9	384	43903	-0.5219	5.85	0	0	17	1	384	384	0	0	0	0	0	0	0	0	0	1	0.018229166666666668	0.2552083333333333	0.07552083333333333	0.046875	0.06770833333333333	1	0.0	0.3277777777777778	0.019615384615384618	0.019615384615384618	1	0.033854166666666664	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	3	cc	0.3872	12.0	2894.0	6.0	53.76641326883207	0.7458367997729252	0.9375	17.0	1722.0	1152.0	64.70588235294117	48.72241579558653	1.4947916666666667	1.0	4.0	3.25	4.0	0.0	3.0	3.0	0.0				0.0	2.0	1.0	0.0	0.0	0.0	1.7421602787456447
ENSG00000269058	Q96L12	384	44996	-0.9696	6.4	0	1	19	20	384	365	2	0	1	0	0	0	0	0	0	1	0.00821917808219178	0.31232876712328766	0.030136986301369864	0.07397260273972603	0.12602739726027398	2	0.0	0.4750733137829912	0.031666666666666676	0.031666666666666676	1	0.03287671232876712	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	cc	0.4223	4.0	1263.0	9.0	46.31828978622328	0.5952514274291563	0.5	38.0	70.0	1152.0	73.68421052631578	32.857142857142854	0.0607638888888888	0.0	0.0			0.0	0.0	0.0	0.0				0.0	3.0	0.0	1.0	0.0	0.0	0.0
ENSG00000125337	Q9UIL4	384	40686	-0.1633	8.4	0	0	21	1	384	384	0	0	0	0	0	0	0	0	0	1	0.020833333333333332	0.20833333333333334	0.052083333333333336	0.09375	0.03125	1	0.0	0.10833333333333334	0.031666666666666676	0.06545614035087721	3	0.11979166666666667	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	2	cc	0.5161	10.0	3048.0	13.0	51.67322834645669	0.5878195378504744	0.0	1798.0	95.0	1152.0	47.4972191323693	33.68421052631579	0.0824652777777777	0.0	0.0			0.0	0.0	0.0	0.0				0.0	4.0	0.0	0.0	0.0	0.0	0.0
ENSG00000213822	A8MTB9	384	43320	-0.3633	5.79	0	1	13	31	384	354	5	0	1	0	0	0	0	0	0	3	0.022598870056497175	0.2062146892655367	0.05649717514124294	0.059322033898305086	0.07909604519774012	10	0.0	0.04242424242424243	0.03653846153846155	0.10677655677655679	4	0.1553672316384181	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	go	0.3001	2.0	1908.0	6.0	53.930817610062896	0.6612359853974378	0.5	104.0	649.0	1152.0	66.34615384615384	52.69645608628659	0.5633680555555556	0.0	0.0			0.0	0.0	0.0	0.0				0.0	23.0	0.0	1.0	0.0	0.0	0.0
ENSG00000157837	Q8TCT6	384	42261	0.5203	8.4	9	0	8	1	384	384	0	0	0	0	0	0	0	0	0	1	0.026041666666666668	0.12239583333333333	0.046875	0.059895833333333336	0.1171875	4	0.0	0.03611111111111111	0.02428571428571427	0.02428571428571427	1	0.036458333333333336	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	4	9	cc	0.1893	26.0	4135.0	11.0	51.29383313180169	0.5611535677409396	0.9375	491.0	2489.0	1152.0	80.65173116089613	45.96223382884693	2.1605902777777777	0.0	0.0			0.0	21.0	20.0	39.0	42.0	19.692307692307693	0.9280923076923075	1.0	166.0	1.0	1.0	1.0	0.0	8.437123342707915
ENSG00000182185	O15315	384	42196	0.0531	5.45	0	0	14	1	384	384	0	0	0	0	0	0	0	0	0	1	0.03125	0.20052083333333334	0.041666666666666664	0.057291666666666664	0.0625	0	0.0	0.19444444444444445	0.03653846153846155	0.04653846153846154	2	0.0859375	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	cc	0.3318	26.0	1559.0	11.0	44.83643361128929	0.5264855575227909	0.75	77.0	429.0	1050.0	55.84415584415584	42.89044289044289	0.4085714285714286	1.0	3.0	3.6666666666666665	5.0	0.0	0.0	0.0	0.0				0.0	162.0	1.0	1.0	1.0	0.0	0.0
ENSG00000172292	Q6ZMG9	384	44890	0.0008	7.72	7	0	15	1	384	384	0	0	0	0	1	0	0	0	0	1	0.0234375	0.19010416666666666	0.046875	0.0390625	0.16145833333333334	3	0.0	0.19444444444444445	0.1125	0.12107142857142857	2	0.078125	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	2	cc	0.3342	10.0	6804.0	10.0	39.91769547325103	0.5846551961352101	0.6875	177.0	5472.0	1152.0	79.66101694915254	37.13450292397661	4.75	0.0	0.0			0.0	24.0	23.0	50.0	94.0	20.96	0.785556	1.0	163.0	1.0	1.0	1.0	0.0	4.385964912280701
ENSG00000162881	Q8TDS5	384	41426	0.4484	9.86	7	0	13	1	384	384	1	0	1	0	0	0	0	0	0	1	0.020833333333333332	0.11197916666666667	0.057291666666666664	0.07291666666666667	0.09895833333333333	2	0.0273972602739726	0.07777777777777778	0.07038461538461538	0.09467032967032965	2	0.0703125	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.3138	1.0	1637.0	1.0	62.30910201588272	0.7030887375946908	0.625	73.0	409.0	1152.0	60.273972602739725	59.41320293398533	0.3550347222222222	0.0	0.0			0.0	1.0	1.0	0.0				0.0	68.0	0.0	1.0	0.0	0.0	2.444987775061125
ENSG00000176170	Q9NYA1	384	42518	0.0544	7.13	0	0	11	1	384	384	0	0	0	0	0	2	0	0	0	1	0.018229166666666668	0.19791666666666666	0.08072916666666667	0.08072916666666667	0.07552083333333333	1	0.0	0.13333333333333333	0.013000000000000012	0.018588235294117655	2	0.08333333333333333	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	4	1	0	0	0	0	1	0	0	0	10	7	11	cc	0.2587	22.0	1816.0	6.0	64.97797356828194	0.6476084086550087	0.75	392.0	269.0	1152.0	73.72448979591837	59.479553903345725	0.2335069444444444	0.0	0.0			0.0	0.0	0.0	95.0	96.0	29.25263157894737	0.0983715789473684	1.0	159.0	1.0	1.0	1.0	0.0	0.0
ENSG00000158019	Q9NXR7	383	43552	-0.2185	5.62	0	0	18	1	383	383	0	0	0	0	0	2	0	0	0	1	0.020887728459530026	0.195822454308094	0.0731070496083551	0.057441253263707574	0.13054830287206268	1	0.0	0.055710306406685235	0.05346153846153845	0.11818681318681318	4	0.13838120104438642	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	3	7	cc	0.4133	60.0	1678.0	12.0	48.51013110846246	0.5637977651641545	0.375	138.0	388.0	1149.0	63.04347826086957	51.03092783505154	0.3376849434290687	1.0	2.0	4.5	5.0	0.0	5.0	5.0	8.0	27.0	22.875	0.2693125	1.0	159.0	1.0	1.0	1.0	0.0	12.88659793814433
ENSG00000104361	Q9H841	383	42156	0.5689	8.75	9	0	9	1	383	383	3	0	0	0	0	0	0	0	0	1	0.010443864229765013	0.11488250652741515	0.03655352480417755	0.0783289817232376	0.1279373368146214	4	0.0	0.008356545961002786	0.07142857142857142	0.08476190476190476	2	0.06788511749347259	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.2135	21.0	4402.0	11.0	41.68559745570196	0.5387866654538281	0.4375	98.0	3152.0	1149.0	78.57142857142857	39.87944162436549	2.74325500435161	0.0	0.0			0.0	6.0	6.0	0.0				0.0	44.0	0.0	1.0	0.0	0.0	1.9035532994923856
ENSG00000125991	Q9Y282	383	43222	-0.2449	5.98	2	0	12	1	383	383	1	0	0	0	1	2	0	0	0	1	0.02610966057441253	0.2349869451697128	0.0391644908616188	0.0731070496083551	0.09399477806788512	2	0.0	0.33147632311977715	0.07142857142857142	0.1187875457875458	4	0.1409921671018277	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	6	9	cc	0.2776	54.0	1302.0	13.0	54.83870967741935	0.6714481604239584	0.5	20.0	130.0	1149.0	80.0	56.15384615384615	0.1131418624891209	0.0	0.0			0.0	1.0	1.0	14.0	65.0	23.214285714285715	0.9275142857142856	1.0	167.0	1.0	1.0	1.0	0.0	7.692307692307692
ENSG00000151748	Q9H4B6	383	44634	-0.9303	9.37	0	0	24	1	383	383	0	1	0	0	0	2	0	0	0	1	0.005221932114882507	0.24281984334203655	0.0783289817232376	0.05221932114882506	0.1122715404699739	4	0.0	0.18384401114206128	0.05	0.15785154061624648	5	0.2010443864229765	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	3	cc	0.5377	11.0	3094.0	5.0	42.46929541047188	0.5358406022097162	0.5	339.0	1603.0	1149.0	76.69616519174042	34.310667498440424	1.3951261966927764	1.0	5.0	3.4	5.0	0.0	3.0	3.0	26.0	41.0	37.03846153846154	0.3845192307692307	1.0	137.0	1.0	1.0	1.0	0.0	1.8714909544603868
