ensg	length	n_trypsin	n_lysc	n_gluc	n_gluc_de	n_chymotrypsin	n_aspn
ENSG00000188883	409	17	4	15	20	8	4
ENSG00000268629	409	19	9	18	21	15	8
ENSG00000119318	409	13	8	16	17	10	7
ENSG00000155792	409	21	16	13	20	12	11
ENSG00000146267	409	20	15	13	23	24	10
ENSG00000112077	409	6	4	6	10	16	5
ENSG00000198948	409	21	13	11	14	13	12
ENSG00000163322	409	20	16	16	23	17	12
ENSG00000158201	409	14	6	9	19	22	6
ENSG00000114656	409	18	19	18	24	14	10
ENSG00000116199	409	19	5	13	23	20	17
ENSG00000162066	409	16	4	10	22	15	14
ENSG00000138385	408	22	24	20	21	19	15
ENSG00000243989	408	22	9	18	27	22	11
ENSG00000172269	408	9	2	6	9	18	0
ENSG00000116497	408	17	14	18	19	10	13
ENSG00000155755	408	11	6	7	12	17	7
ENSG00000152467	408	19	9	16	19	7	8
ENSG00000144959	408	21	8	7	18	22	13
ENSG00000105679	408	18	10	10	24	17	10
ENSG00000164749	408	18	11	13	25	15	16
ENSG00000125378	408	17	3	15	20	11	5
ENSG00000149346	408	22	14	20	23	8	13
ENSG00000169951	408	21	6	15	26	19	9
ENSG00000196376	408	9	4	8	13	13	4
ENSG00000184492	408	17	7	9	9	16	4
ENSG00000142864	408	19	13	14	15	13	20
ENSG00000152315	408	19	4	11	14	17	7
ENSG00000188778	408	11	0	6	11	11	3
ENSG00000156976	407	22	17	18	23	24	13
ENSG00000138311	407	23	14	18	23	11	9
ENSG00000115353	407	12	5	9	10	18	4
ENSG00000198792	407	12	6	9	14	13	5
ENSG00000204977	407	23	16	20	22	21	12
ENSG00000105643	407	19	5	14	21	16	8
ENSG00000130706	407	11	11	13	15	12	7
ENSG00000111145	407	16	10	11	15	14	9
ENSG00000176746	407	17	10	16	27	12	20
ENSG00000071626	407	10	6	8	15	18	11
ENSG00000140986	407	22	24	8	14	20	5
ENSG00000135414	407	16	7	14	17	13	5
ENSG00000183067	407	16	6	11	15	12	9
ENSG00000005882	407	22	17	15	25	18	15
ENSG00000103343	407	23	15	22	24	14	2
ENSG00000163563	407	20	19	15	22	16	12
ENSG00000178935	407	26	17	20	24	25	5
ENSG00000164087	407	17	10	13	27	20	16
ENSG00000184517	407	23	18	18	19	29	9
ENSG00000076067	407	10	8	3	13	15	10
ENSG00000198715	406	7	1	6	12	16	8
ENSG00000235109	406	21	11	26	23	19	8
ENSG00000163348	406	11	3	11	14	14	4
ENSG00000101181	406	20	10	11	15	14	9
ENSG00000123576	406	11	1	9	10	7	7
ENSG00000188488	406	20	9	10	21	18	11
ENSG00000122557	406	9	5	11	15	9	5
ENSG00000111962	406	24	10	12	17	19	7
ENSG00000087191	406	24	18	24	26	12	12
ENSG00000023318	406	18	14	14	26	25	24
ENSG00000161960	406	22	15	15	22	20	14
ENSG00000165516	406	26	8	11	21	25	13
ENSG00000138663	406	26	17	25	29	20	8
ENSG00000204227	406	12	8	17	22	8	7
ENSG00000111666	406	10	7	7	14	19	6
ENSG00000145692	406	21	12	20	26	20	6
ENSG00000101199	406	18	9	15	19	21	12
ENSG00000073849	406	20	15	10	23	19	14
ENSG00000143839	406	16	12	12	24	24	17
ENSG00000067992	406	21	18	14	26	19	13
ENSG00000197776	406	25	15	8	20	22	13
ENSG00000257017	406	20	17	17	28	24	14
ENSG00000153976	406	20	10	16	25	13	11
ENSG00000188227	406	20	16	21	29	26	7
ENSG00000169507	406	8	4	4	10	20	7
ENSG00000129515	406	21	18	20	23	19	17
ENSG00000151790	406	25	20	18	20	18	5
ENSG00000001461	406	10	8	9	12	20	4
ENSG00000150867	406	18	12	13	25	23	18
ENSG00000273706	406	15	13	13	22	15	11
ENSG00000183287	406	17	8	11	12	10	9
ENSG00000167772	406	16	8	11	13	14	8
ENSG00000062716	406	9	6	15	14	24	3
ENSG00000158856	405	22	13	17	24	9	8
ENSG00000189339	405	17	8	8	13	19	6
ENSG00000116761	405	20	15	11	23	16	8
ENSG00000170099	405	17	5	4	16	22	18
ENSG00000143994	405	11	2	9	17	20	8
ENSG00000130561	405	22	13	16	25	15	13
ENSG00000130560	405	22	9	21	21	11	20
ENSG00000176387	405	18	4	10	17	15	6
ENSG00000181392	404	14	1	18	22	10	9
ENSG00000176871	404	14	9	8	22	19	11
ENSG00000101850	404	11	4	9	10	16	5
ENSG00000141314	404	11	5	7	13	17	6
ENSG00000100364	404	23	13	16	24	16	17
ENSG00000187954	404	18	14	17	20	11	6
ENSG00000172548	404	14	7	10	16	18	4
ENSG00000081307	404	14	8	18	22	12	11
ENSG00000168061	404	18	1	12	17	8	10
ENSG00000006059	404	28	7	19	22	5	10
ENSG00000114302	404	24	13	26	24	18	16
ENSG00000107679	404	22	15	14	21	15	12
ENSG00000089006	404	22	22	19	22	20	14
ENSG00000204305	404	11	5	14	19	11	2
ENSG00000175305	404	18	16	18	23	20	11
ENSG00000137752	404	19	10	16	28	15	22
ENSG00000131738	404	26	5	21	23	9	8
ENSG00000067365	404	18	7	12	22	15	16
ENSG00000090659	404	26	20	16	19	20	5
ENSG00000171862	403	17	13	18	17	23	14
ENSG00000178078	403	21	15	10	18	16	9
ENSG00000174276	403	20	2	16	18	13	4
ENSG00000188026	403	23	15	22	18	7	15
ENSG00000040633	403	16	7	13	15	7	13
ENSG00000070495	403	14	8	17	21	17	13
ENSG00000100316	403	20	21	10	12	19	8
ENSG00000011347	403	20	12	12	20	11	11
ENSG00000131203	403	22	21	10	22	22	17
ENSG00000213186	403	17	13	19	20	16	8
ENSG00000162928	403	14	5	9	15	20	7
ENSG00000145020	403	20	9	14	20	10	11
ENSG00000167191	403	10	4	9	16	18	5
ENSG00000087586	403	22	11	17	17	15	6
ENSG00000166707	403	20	16	17	20	13	4
ENSG00000213339	403	17	4	8	24	17	13
ENSG00000174173	403	26	21	18	25	15	11
ENSG00000125875	403	21	9	14	26	17	21
ENSG00000165152	403	20	4	13	16	30	5
ENSG00000172803	403	21	16	21	23	17	14
ENSG00000100003	403	18	14	14	29	24	15
ENSG00000118922	402	15	11	12	19	8	11
ENSG00000269343	402	24	17	20	24	26	5
ENSG00000237172	402	19	3	6	22	18	16
ENSG00000205238	402	18	18	10	12	18	6
ENSG00000106366	402	19	11	10	19	21	13
ENSG00000153446	402	21	7	14	20	18	14
ENSG00000230358	402	17	19	10	12	19	6
ENSG00000152433	402	16	15	20	20	22	5
ENSG00000167785	402	23	17	18	18	20	4
ENSG00000083828	402	26	18	21	22	26	6
ENSG00000174460	402	20	8	19	20	13	6
ENSG00000204930	402	18	8	16	20	10	10
ENSG00000181315	402	24	18	23	31	27	5
ENSG00000144681	402	24	18	13	22	11	13
ENSG00000054277	402	10	5	4	13	18	8
ENSG00000260097	402	18	19	10	12	18	6
ENSG00000187664	402	23	2	6	19	15	15
ENSG00000119411	402	20	6	11	18	11	8
ENSG00000173678	402	18	18	10	12	18	6
ENSG00000170092	402	17	19	11	13	18	5
ENSG00000183801	402	22	10	11	21	21	12
ENSG00000188647	402	24	12	18	23	13	11
ENSG00000111846	402	23	12	12	23	21	7
ENSG00000171302	401	22	13	13	18	24	15
ENSG00000135052	401	25	14	19	17	7	10
ENSG00000175203	401	20	13	17	25	9	11
ENSG00000170275	401	24	13	19	17	23	13
ENSG00000156966	401	17	7	13	20	21	9
ENSG00000164761	401	24	23	14	24	15	9
ENSG00000139289	401	17	7	15	14	8	3
ENSG00000134453	401	23	20	18	16	12	11
ENSG00000124786	401	11	13	5	13	14	7
ENSG00000107021	400	25	12	17	24	23	14
ENSG00000163162	400	17	6	14	18	14	13
ENSG00000008256	400	20	10	19	21	21	20
ENSG00000112038	400	9	5	3	12	16	7
ENSG00000126231	400	19	11	11	19	18	8
ENSG00000170876	400	21	7	10	18	18	9
ENSG00000167508	400	18	6	11	24	11	14
ENSG00000146013	400	14	3	8	19	14	9
ENSG00000197471	400	13	6	12	16	2	3
ENSG00000171345	400	31	8	18	21	11	17
ENSG00000117475	400	24	15	19	21	4	6
ENSG00000089127	400	16	11	15	20	25	10
ENSG00000100012	400	21	15	17	27	25	17
ENSG00000122733	400	19	5	18	22	12	15
ENSG00000025039	400	17	15	19	17	19	15
ENSG00000162889	400	22	16	14	16	20	7
ENSG00000126934	400	16	12	22	22	10	14
ENSG00000138303	400	16	10	13	24	19	15
ENSG00000018408	400	13	3	10	16	10	11
ENSG00000144026	400	25	13	20	22	27	3
ENSG00000198223	400	19	7	11	21	22	12
ENSG00000114354	400	12	8	10	11	18	9
ENSG00000187531	400	21	8	16	22	8	7
ENSG00000105443	400	20	8	19	21	20	16
ENSG00000197312	399	20	5	17	26	10	17
ENSG00000177685	399	18	0	19	19	10	6
ENSG00000115365	399	17	13	10	20	21	10
ENSG00000235098	399	27	1	9	15	4	8
ENSG00000118729	399	16	12	22	22	23	19
ENSG00000166848	399	20	14	14	20	15	12
ENSG00000151689	399	15	10	16	20	16	10
ENSG00000114771	399	21	11	12	21	19	13
ENSG00000213066	399	16	14	21	26	4	10
ENSG00000211896	399	17	14	11	17	15	10
ENSG00000142082	399	16	3	10	18	15	10
ENSG00000127989	399	25	15	15	20	14	7
ENSG00000008952	399	16	10	14	16	14	14
ENSG00000138795	399	15	12	12	14	11	9
ENSG00000107798	399	12	11	10	18	25	11
ENSG00000116954	399	19	15	15	18	21	12
ENSG00000126226	399	29	19	12	17	20	8
ENSG00000235961	399	22	1	24	26	15	7
ENSG00000104938	399	25	17	15	20	18	9
ENSG00000164494	399	26	16	12	19	17	10
ENSG00000077585	399	15	7	1	9	22	5
ENSG00000155659	399	17	10	8	20	21	16
ENSG00000065559	399	23	13	13	24	12	15
ENSG00000101844	398	15	10	11	18	22	16
ENSG00000067221	398	15	6	7	21	10	15
ENSG00000169914	398	20	13	20	24	11	12
ENSG00000175707	398	15	5	15	25	11	19
ENSG00000148488	398	23	15	9	22	21	6
ENSG00000168000	398	13	1	10	9	15	7
ENSG00000211895	398	14	6	10	17	15	5
ENSG00000100342	398	19	11	9	22	10	12
ENSG00000154252	398	24	3	11	23	21	6
ENSG00000174417	398	14	8	4	7	20	7
ENSG00000157456	398	23	17	10	18	17	9
ENSG00000174137	398	21	8	10	14	12	9
ENSG00000101307	398	22	9	17	26	12	9
ENSG00000214782	398	4	1	1	6	12	2
ENSG00000122188	398	15	7	16	23	13	16
ENSG00000132676	398	22	17	16	26	17	10
ENSG00000168495	398	20	14	14	19	4	14
ENSG00000162706	398	15	10	14	18	15	13
ENSG00000182333	398	13	7	5	12	27	10
ENSG00000180739	398	15	1	4	14	12	6
ENSG00000116014	398	13	0	1	6	14	4
ENSG00000086062	398	16	5	3	16	15	10
ENSG00000115590	398	18	5	11	14	24	10
ENSG00000188659	398	23	17	9	21	25	11
ENSG00000100997	398	21	13	7	17	18	13
ENSG00000156642	398	20	10	13	17	14	11
ENSG00000186283	397	23	5	17	21	22	8
ENSG00000177191	397	19	3	6	13	22	8
ENSG00000078328	397	10	7	9	17	16	9
ENSG00000006210	397	20	5	12	16	12	2
ENSG00000164251	397	10	9	1	3	18	3
ENSG00000140403	397	22	19	19	20	16	13
ENSG00000109991	397	24	20	10	20	24	10
ENSG00000143355	397	17	14	7	19	14	12
ENSG00000234965	397	15	1	6	14	12	7
ENSG00000234719	397	22	17	12	21	7	6
ENSG00000120437	397	16	8	13	19	7	8
ENSG00000086061	397	19	11	20	20	16	16
ENSG00000155975	397	12	14	12	17	9	7
ENSG00000128886	397	18	5	15	19	14	7
ENSG00000138018	397	8	4	1	8	21	6
ENSG00000242550	397	24	18	18	22	23	10
ENSG00000170340	397	23	12	12	21	26	13
ENSG00000167315	397	20	14	11	20	11	13
ENSG00000184402	396	5	3	9	10	17	2
ENSG00000170967	396	19	6	14	23	7	11
ENSG00000254415	396	21	3	14	16	15	6
ENSG00000125967	396	19	3	13	17	13	15
ENSG00000108666	396	23	15	20	22	17	5
ENSG00000100749	396	19	15	17	18	21	17
ENSG00000138430	396	25	20	16	19	25	18
ENSG00000075089	396	18	12	21	26	24	11
ENSG00000196188	396	5	2	7	22	19	17
ENSG00000102100	396	12	3	3	7	21	2
ENSG00000211892	396	15	12	14	20	18	8
ENSG00000143318	396	9	7	19	16	21	20
ENSG00000135972	396	24	18	18	22	20	9
ENSG00000146457	396	21	12	19	20	7	8
ENSG00000110921	396	17	10	9	15	7	11
ENSG00000104957	396	22	15	19	20	12	15
ENSG00000090316	396	23	18	14	23	15	13
ENSG00000162851	396	24	18	15	25	17	14
ENSG00000139572	396	16	5	6	9	21	4
ENSG00000182308	396	16	6	3	18	22	11
ENSG00000204348	396	17	4	12	21	23	11
ENSG00000163877	396	18	9	14	21	11	12
ENSG00000154889	396	16	9	16	16	16	9
ENSG00000130347	396	23	19	10	19	15	10
ENSG00000110244	396	25	14	27	25	10	13
ENSG00000172785	395	17	14	17	24	12	15
ENSG00000145309	395	18	15	22	21	11	22
ENSG00000136682	395	17	14	17	24	12	15
ENSG00000010539	395	20	16	17	20	13	9
ENSG00000168906	395	19	11	12	21	15	15
ENSG00000148341	395	18	8	20	24	18	12
ENSG00000176566	395	13	6	5	19	23	12
ENSG00000142892	395	20	9	7	17	20	15
ENSG00000177683	395	18	18	16	21	12	8
ENSG00000196873	395	17	14	17	24	10	15
ENSG00000103023	395	16	9	11	22	18	11
ENSG00000158156	395	12	1	6	11	23	3
ENSG00000104763	395	21	14	11	21	21	14
ENSG00000196131	395	13	5	0	8	18	6
ENSG00000215126	395	17	14	16	24	9	17
ENSG00000211893	395	14	11	11	19	15	8
ENSG00000112715	395	18	6	14	16	8	6
ENSG00000147996	395	17	14	17	24	10	15
ENSG00000151224	395	17	11	10	23	15	17
ENSG00000102738	395	22	18	19	20	15	10
ENSG00000161835	395	19	8	15	17	12	6
ENSG00000151789	395	18	15	5	11	8	4
ENSG00000104064	395	10	10	16	25	5	10
ENSG00000069966	395	19	11	7	28	23	20
ENSG00000166925	395	17	4	11	17	7	10
ENSG00000100288	395	22	11	21	24	15	11
ENSG00000166455	395	21	14	13	19	9	11
ENSG00000183134	395	17	0	3	9	16	2
ENSG00000183196	395	17	1	11	21	15	8
ENSG00000177673	395	12	3	9	20	6	10
ENSG00000143578	395	14	9	17	19	10	11
ENSG00000102967	395	23	11	17	22	12	11
ENSG00000091542	394	18	14	17	24	14	14
ENSG00000131737	394	23	9	19	22	6	8
ENSG00000160593	394	17	11	13	21	16	10
ENSG00000111218	394	21	17	14	20	17	16
ENSG00000100055	394	21	12	20	23	23	19
ENSG00000137185	394	23	17	26	22	17	6
ENSG00000143452	394	23	18	17	22	15	14
ENSG00000186193	394	23	3	19	27	6	7
ENSG00000170515	394	22	19	15	20	12	13
ENSG00000197054	394	21	16	18	19	28	7
ENSG00000104419	394	12	4	7	17	11	12
ENSG00000148154	394	18	8	4	17	19	13
ENSG00000164902	394	18	12	18	14	13	13
ENSG00000198721	394	17	11	15	25	17	11
ENSG00000138071	394	13	16	17	22	17	8
ENSG00000090661	394	19	2	7	16	18	6
ENSG00000163472	394	19	3	12	11	16	9
ENSG00000187871	394	18	15	9	17	15	10
ENSG00000167103	394	21	6	13	20	24	10
ENSG00000169032	393	16	11	21	24	13	15
ENSG00000145916	393	20	8	16	20	17	10
ENSG00000189157	393	20	20	18	18	11	7
ENSG00000108828	393	16	6	10	15	12	8
ENSG00000136982	393	19	18	22	22	14	11
ENSG00000162728	393	14	3	14	19	19	12
ENSG00000184860	393	17	4	17	23	21	10
ENSG00000177830	393	20	12	8	19	18	13
ENSG00000158104	393	25	18	23	23	17	11
ENSG00000168397	393	16	6	9	18	19	15
ENSG00000175137	393	22	9	23	23	5	7
ENSG00000213928	393	15	11	14	17	16	9
ENSG00000161048	393	22	14	13	26	21	15
ENSG00000158850	393	20	3	7	14	23	6
ENSG00000141510	393	18	10	13	13	11	7
ENSG00000162639	393	19	10	15	20	13	11
ENSG00000067829	393	16	9	13	19	11	9
ENSG00000169618	393	14	9	7	14	23	4
ENSG00000132323	392	23	16	12	28	13	19
ENSG00000111845	392	20	17	19	25	18	13
ENSG00000163389	392	23	12	17	22	25	14
ENSG00000172482	392	19	4	11	20	17	11
ENSG00000120709	392	14	8	8	14	16	8
ENSG00000086475	392	12	7	12	21	16	13
ENSG00000158006	392	24	11	16	22	20	6
ENSG00000117335	392	12	8	11	16	20	7
ENSG00000105552	392	17	10	12	18	22	7
ENSG00000108479	392	18	2	17	23	13	8
ENSG00000163512	392	21	16	23	23	11	12
ENSG00000139624	392	16	6	5	15	18	8
ENSG00000106686	392	22	11	12	21	15	10
ENSG00000187905	392	17	6	16	19	11	9
ENSG00000163064	392	13	6	5	12	6	6
ENSG00000144228	392	18	18	19	24	16	13
ENSG00000222011	392	22	14	10	19	8	13
ENSG00000146963	392	18	18	14	19	8	11
ENSG00000083123	392	16	7	18	25	23	9
ENSG00000149557	392	15	12	25	23	19	17
ENSG00000170748	392	21	7	10	22	15	16
ENSG00000118960	392	14	8	14	19	9	12
ENSG00000175575	392	16	7	6	25	14	22
ENSG00000172613	391	18	5	9	16	14	7
ENSG00000168398	391	10	5	7	14	20	5
ENSG00000139874	391	10	4	5	9	21	6
ENSG00000107185	391	21	4	13	16	19	5
ENSG00000101266	391	18	11	16	21	16	15
ENSG00000265972	391	21	15	13	17	14	12
ENSG00000128283	391	19	3	5	14	10	11
ENSG00000187109	391	13	11	19	14	14	14
ENSG00000183508	391	20	9	17	26	17	16
ENSG00000051108	391	13	7	12	12	6	5
ENSG00000107614	391	22	15	15	23	21	8
ENSG00000177181	391	16	8	9	23	8	13
ENSG00000197641	391	21	16	19	20	20	11
ENSG00000211890	391	14	5	10	21	15	9
ENSG00000151704	391	11	9	13	17	22	10
ENSG00000254598	391	20	11	16	21	17	15
ENSG00000153561	391	22	13	13	22	17	13
ENSG00000133884	391	21	14	16	17	14	14
ENSG00000147274	391	26	7	7	21	15	15
ENSG00000151575	391	21	17	19	21	6	12
ENSG00000196092	391	11	2	6	14	9	11
ENSG00000105329	390	20	7	15	21	16	7
ENSG00000064886	390	18	14	13	21	24	12
ENSG00000177469	390	13	13	18	23	3	10
ENSG00000206073	390	21	18	18	23	21	12
ENSG00000074319	390	16	12	11	14	16	14
ENSG00000158517	390	24	18	13	23	13	9
ENSG00000100320	390	11	6	9	14	16	6
ENSG00000057149	390	22	18	18	22	21	11
ENSG00000131828	390	22	9	16	20	15	14
ENSG00000100294	390	22	8	15	16	16	3
ENSG00000149564	390	18	5	6	9	7	3
ENSG00000145990	390	18	7	9	21	21	14
ENSG00000050628	390	11	3	3	8	20	2
ENSG00000134489	390	14	6	2	8	21	4
ENSG00000164118	390	18	15	19	22	10	11
ENSG00000143621	390	19	11	13	19	14	11
ENSG00000197961	390	19	17	20	19	28	4
ENSG00000135312	390	8	7	4	13	16	8
ENSG00000140398	390	21	11	16	24	12	11
ENSG00000187486	390	13	7	8	15	14	7
ENSG00000213516	390	27	7	7	20	17	14
ENSG00000162894	390	17	8	12	16	11	2
ENSG00000143995	390	17	4	7	18	11	16
ENSG00000174939	390	16	2	8	13	13	6
ENSG00000143367	390	20	13	20	20	6	10
ENSG00000235173	390	23	2	13	17	9	13
ENSG00000185813	389	23	13	17	25	23	13
ENSG00000141570	389	20	9	14	22	10	13
ENSG00000100519	389	20	13	17	22	18	18
ENSG00000277462	389	25	18	16	18	26	5
ENSG00000169884	389	22	8	12	16	8	7
ENSG00000171848	389	24	13	22	21	23	8
ENSG00000174016	389	19	16	17	21	19	11
ENSG00000103707	389	25	14	10	14	17	7
ENSG00000156219	389	21	19	16	18	19	9
ENSG00000137494	389	27	20	13	19	14	14
ENSG00000068903	389	21	10	14	20	17	15
ENSG00000141469	389	10	5	3	8	19	6
ENSG00000137409	389	18	8	6	10	17	5
ENSG00000171872	389	9	4	20	23	9	9
ENSG00000116885	389	24	14	18	27	25	10
ENSG00000118420	389	22	11	17	20	16	6
ENSG00000100601	389	19	12	11	17	14	15
ENSG00000187987	389	23	12	23	21	19	1
ENSG00000163636	389	25	15	20	26	18	19
ENSG00000027869	389	17	2	12	19	19	5
ENSG00000158488	388	9	5	10	18	18	5
ENSG00000177692	388	24	22	14	22	17	12
ENSG00000147509	388	21	4	13	20	10	11
ENSG00000152601	388	12	10	8	13	14	6
ENSG00000186654	388	20	11	17	15	12	9
ENSG00000163114	388	19	13	15	20	16	12
ENSG00000164270	388	9	1	5	11	20	6
ENSG00000115194	388	14	0	9	19	20	5
ENSG00000120500	388	15	11	10	18	13	12
ENSG00000132671	388	6	3	4	8	17	3
ENSG00000049883	388	20	18	15	22	12	8
ENSG00000256713	388	4	3	8	24	21	18
ENSG00000171056	388	8	6	15	18	10	13
ENSG00000187151	388	16	11	12	19	18	11
ENSG00000229183	388	4	3	8	24	21	18
ENSG00000229859	388	4	3	6	24	21	18
ENSG00000096088	388	4	3	10	22	24	7
ENSG00000204160	388	16	2	5	10	16	6
ENSG00000116691	388	19	4	11	24	11	7
ENSG00000135124	388	17	15	7	17	18	12
ENSG00000101346	388	16	13	14	24	25	13
ENSG00000145949	388	19	14	18	25	24	15
ENSG00000123575	388	10	9	15	18	11	10
ENSG00000105767	388	15	4	11	17	15	9
ENSG00000179388	387	9	5	11	21	12	15
ENSG00000149043	387	12	1	12	19	11	11
ENSG00000255398	387	17	8	7	14	22	7
ENSG00000011332	387	23	11	11	17	18	7
ENSG00000129151	387	20	11	14	20	20	18
ENSG00000140545	387	24	12	8	17	18	6
ENSG00000164776	387	21	13	14	16	19	8
ENSG00000243725	387	22	14	18	14	15	15
ENSG00000101842	387	6	4	11	15	9	7
ENSG00000182687	387	9	1	4	5	19	1
ENSG00000108823	387	14	1	15	24	16	14
ENSG00000158428	387	17	11	17	23	19	15
ENSG00000099864	387	23	13	23	23	0	13
ENSG00000179526	387	16	1	18	22	9	7
ENSG00000162627	387	21	21	21	23	16	13
ENSG00000140006	387	18	9	10	22	18	18
ENSG00000105793	387	25	22	12	21	14	14
ENSG00000032389	387	15	4	10	26	17	21
ENSG00000086696	387	19	11	7	16	19	12
ENSG00000014257	386	16	9	13	22	17	7
ENSG00000100263	386	7	1	13	13	12	4
ENSG00000214517	386	17	16	12	13	10	11
ENSG00000110031	386	15	10	14	19	13	13
ENSG00000164024	386	20	7	14	17	14	13
ENSG00000006831	386	10	4	7	12	21	3
ENSG00000136100	386	24	14	23	23	10	7
ENSG00000140835	386	21	8	11	22	19	10
ENSG00000198130	386	24	19	13	17	19	11
ENSG00000142182	386	15	5	11	17	16	14
ENSG00000103154	386	22	9	15	17	11	9
ENSG00000243811	386	17	10	15	20	20	7
ENSG00000129990	386	21	12	10	18	15	12
ENSG00000180891	386	10	4	12	20	11	17
ENSG00000196344	386	20	18	10	21	10	10
ENSG00000060982	386	15	12	14	19	18	16
ENSG00000143845	386	22	9	13	20	20	8
ENSG00000152684	385	21	9	20	21	14	14
ENSG00000146410	385	20	13	15	23	10	9
ENSG00000132746	385	16	7	8	18	18	8
ENSG00000234602	385	17	5	9	20	9	16
ENSG00000141098	385	16	0	9	20	18	9
ENSG00000101365	385	21	9	8	20	17	10
ENSG00000172270	385	15	9	13	20	15	10
ENSG00000167800	385	19	10	8	16	11	7
ENSG00000117151	385	19	13	6	22	25	21
ENSG00000159208	385	16	10	7	14	12	7
ENSG00000112333	385	20	12	10	18	15	9
ENSG00000147613	385	18	10	12	21	23	8
ENSG00000162374	385	20	8	5	15	18	7
ENSG00000149657	385	15	9	10	15	11	10
ENSG00000183049	385	18	13	16	20	22	14
ENSG00000099956	385	19	12	16	20	15	11
ENSG00000178074	385	22	13	8	15	18	9
ENSG00000107672	385	20	4	18	20	10	12
ENSG00000127838	385	16	7	8	20	14	12
ENSG00000283706	385	20	7	7	16	15	8
ENSG00000183208	385	18	3	15	23	16	14
ENSG00000133316	385	22	8	12	22	14	10
ENSG00000174059	385	8	4	14	17	11	3
ENSG00000120832	385	20	18	14	17	19	3
ENSG00000130829	384	18	3	8	12	15	7
ENSG00000198488	384	17	3	8	16	19	8
ENSG00000186795	384	14	8	12	14	12	6
ENSG00000081059	384	13	12	15	15	9	5
ENSG00000100024	384	20	7	12	19	16	11
ENSG00000117481	384	14	7	11	19	17	11
ENSG00000131043	384	18	11	19	22	19	9
ENSG00000184361	384	17	9	16	18	5	9
ENSG00000239713	384	26	12	17	23	19	9
ENSG00000144648	384	10	5	6	8	19	7
ENSG00000101292	384	13	8	7	13	22	4
ENSG00000129221	384	17	12	24	22	15	4
ENSG00000269058	384	21	15	11	17	22	16
ENSG00000125337	384	21	8	12	21	7	7
ENSG00000213822	384	15	3	7	25	17	15
ENSG00000157837	384	8	5	1	12	21	10
ENSG00000182185	384	14	8	16	22	15	5
ENSG00000172292	384	15	5	8	14	18	5
ENSG00000162881	384	13	2	2	4	21	2
ENSG00000176170	384	11	2	12	13	17	4
ENSG00000158019	383	18	12	13	22	21	11
ENSG00000104361	383	9	7	2	8	18	6
ENSG00000125991	383	12	11	12	23	22	16
ENSG00000151748	383	24	5	12	22	23	10
ENSG00000116218	383	19	12	16	20	10	3
ENSG00000185559	383	12	4	13	19	13	8
ENSG00000120314	383	20	10	9	22	13	19
ENSG00000171462	383	12	0	6	15	11	12
ENSG00000103248	383	19	10	11	19	9	14
ENSG00000150687	383	19	16	3	18	20	8
ENSG00000196227	383	19	14	12	18	7	6
ENSG00000154227	383	13	9	11	14	21	3
ENSG00000128408	382	22	16	17	24	13	16
ENSG00000174740	382	23	19	9	18	20	13
ENSG00000242110	382	17	8	15	25	20	18
ENSG00000100614	382	21	11	15	22	11	16
ENSG00000124702	382	20	5	6	19	24	13
ENSG00000011478	382	14	2	10	17	15	9
ENSG00000142409	382	14	8	13	15	12	4
ENSG00000155097	382	27	24	16	24	16	15
ENSG00000170989	382	16	11	5	14	22	6
ENSG00000099866	382	10	0	13	15	5	8
ENSG00000204381	382	15	7	13	18	15	16
ENSG00000167994	382	20	10	17	18	6	9
ENSG00000152661	382	19	11	7	20	17	7
ENSG00000090512	382	15	11	11	21	12	9
ENSG00000118276	382	17	11	17	20	27	7
ENSG00000111615	381	18	22	24	27	12	8
ENSG00000171989	381	19	17	10	14	14	6
ENSG00000082996	381	11	10	12	21	17	14
ENSG00000146535	381	21	15	16	23	22	15
ENSG00000010318	381	17	11	13	16	18	12
ENSG00000166165	381	16	8	10	18	14	13
ENSG00000122085	381	23	12	16	20	11	5
ENSG00000141404	381	19	11	16	23	17	21
ENSG00000168005	381	19	8	21	24	3	13
ENSG00000115459	381	20	12	12	18	21	9
ENSG00000250722	381	17	10	16	19	10	5
ENSG00000142871	381	26	17	13	14	11	4
ENSG00000188191	381	17	14	19	21	19	10
ENSG00000176407	381	15	3	10	12	9	9
ENSG00000168878	381	13	3	9	19	11	12
ENSG00000139318	381	13	7	14	16	19	9
ENSG00000180828	381	12	4	11	12	8	4
ENSG00000108946	381	19	13	19	21	19	10
ENSG00000163661	381	18	4	23	26	13	7
ENSG00000196352	381	22	8	15	19	13	5
ENSG00000171659	381	15	8	2	7	23	3
ENSG00000104879	381	20	14	11	20	17	15
ENSG00000189376	380	24	18	17	22	16	9
ENSG00000241697	380	18	11	11	19	13	11
ENSG00000071051	380	22	12	10	16	20	13
ENSG00000170345	380	9	8	16	21	9	13
ENSG00000198099	380	19	18	8	18	11	10
ENSG00000011295	380	21	11	14	19	7	7
ENSG00000138629	380	12	8	8	17	8	12
ENSG00000131591	380	14	2	6	11	11	4
ENSG00000183484	380	14	5	2	8	23	6
ENSG00000198727	380	4	2	1	8	22	5
ENSG00000143418	380	15	4	10	14	18	2
ENSG00000106819	380	18	12	13	19	14	7
ENSG00000234224	380	11	1	4	12	9	5
ENSG00000114388	380	23	14	18	23	14	13
ENSG00000166396	380	23	20	18	22	21	10
ENSG00000122122	380	12	9	17	17	9	12
