ensg	uniprot	length	mw_da	gravy	pI	n_tm	has_signal	n_tryptic_7_30	mature_start	mature_end	mature_length	n_glyco_sites	n_mod_res	n_disulfide	n_lipid_sites	n_glyco_sites_observed	n_mod_res_observed	n_disulfide_observed	n_lipid_sites_observed	has_propeptide	pe_level	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	disorder_fraction_proxy	pest_score_max	pest_score_sum	n_pest_regions	pest_fraction	is_secreted	is_ecm	is_membrane	is_nuclear	is_chromatin	is_cytoplasmic	is_mitochondrial	is_er_golgi	is_lysosome	is_peroxisome	is_endosome	is_vesicle	is_lipid_droplet	is_cytoskeleton	is_projection	n_compartments	is_multilocal	topo_multipass	topo_single_type1	topo_single_type2	topo_single_other	topo_peripheral	topo_lipid_anchor	topo_extracellular_aa	topo_cytoplasmic_aa	loc_n_clauses	loc_n_observed	loc_go_n_terms	loc_source	tryptic_per_kda	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio	is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding	mirna_site_density	pa_n_peptides	pa_n_proteotypic	pa_observed	frac_measured	n_obs	median_log_abundance	log_len	log_pa	log_tryptic
ENSG00000217236	P0CG40	484	48915	-0.2442	8.92	0	0	17	1	484	484	0	1	0	0	0	0	0	0	0	1	0.024793388429752	0.1446280991735537	0.0475206611570247	0.1157024793388429	0.0661157024793388	2	0.0795698924731182	0.1108695652173913	0.0871428571428571	0.2065301120448179	5	0.1508264462809917	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.3475	2.0	2554.0	2.0	61.90289741581832	0.6083786147694034	0.75	139.0	960.0	1452.0	72.66187050359713	45.625	0.6611570247933884	0.0	0.0			0.0	20.0	18.0	2.0	35.0	22.5	0.9821	1.0	10.0	1.0	1.0	1.0	0.0	20.833333333333336	31.0	15.0	1				2.6848453616444123	1.505149978319906	1.2304489213782739
ENSG00000136929	Q9BXL5	484	55341	-1.164	4.53	0	0	20	1	484	484	0	3	0	0	0	8	0	0	0	1	0.018595041322314	0.3016528925619834	0.1012396694214876	0.0371900826446281	0.0619834710743801	6	0.0	0.4826086956521739	0.0575	0.1471153846153846	4	0.1219008264462809	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	cc	0.3614	5.0	2084.0	4.0	37.52399232245681	0.5170778783670226	0.6875	36.0	593.0	1452.0	44.44444444444444	31.365935919055648	0.4084022038567493	0.0	0.0			0.0	1.0	1.0	2.0	45.0	38.0	0.4780999999999999	1.0	139.0	1.0	1.0	1.0	0.0	1.6863406408094437	93.0	93.0	1	0.0	1.0	0.8680563618230416	2.6848453616444123	1.9731278535996986	1.3010299956639813
ENSG00000197586	O75354	484	53246	-0.1382	9.66	1	0	22	1	484	484	0	0	0	0	2	0	2	0	0	1	0.012396694214876	0.2024793388429752	0.0495867768595041	0.0888429752066115	0.1053719008264462	2	0.0	0.117391304347826	0.0025	0.0025	1	0.0330578512396694	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	6	3	5	cc	0.4132	80.0	4104.0	15.0	56.28654970760234	0.648722412127845	0.0625	171.0	2478.0	1452.0	72.51461988304094	55.08474576271186	1.706611570247934	0.0	0.0			0.0	4.0	3.0	56.0	61.0	24.928571428571427	0.0072785714285714	1.0	160.0	1.0	1.0	1.0	0.0	1.6142050040355125	38.0	38.0	1	0.4	10.0	-1.00436480540245	2.6848453616444123	1.591064607026499	1.3424226808222062
ENSG00000213214	A5YM69	484	53287	-0.9552	3.97	0	0	18	1	484	484	0	0	0	0	0	1	0	0	0	1	0.0144628099173553	0.2995867768595041	0.0723140495867768	0.0888429752066115	0.0392561983471074	0	0.0	0.4913043478260869	0.0557142857142856	0.2974498378298688	11	0.371900826446281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.3378	8.0	2609.0	2.0	48.56266768876964	0.6121659439455167	0.25	308.0	846.0	1452.0	73.05194805194806	30.37825059101655	0.5826446280991735	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	1.0	1	0.0	7.0	0.093421685162235	2.6848453616444123	1.9777236052888478	1.255272505103306
ENSG00000107882	Q9UMX1	484	53947	-0.4494	4.99	0	0	19	1	484	484	0	0	0	0	0	7	0	0	0	1	0.012396694214876	0.2252066115702479	0.0950413223140495	0.0785123966942148	0.0805785123966942	1	0.0086021505376344	0.2630434782608695	0.0873076923076923	0.2867509270914843	10	0.2975206611570248	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	4	2	8	cc	0.3522	18.0	5016.0	12.0	56.718500797448165	0.6310358175504296	0.375	181.0	3380.0	1452.0	72.92817679558011	55.62130177514793	2.327823691460055	1.0	1.0	2.0	2.0	0.0	13.0	13.0	2.0	97.0	61.5	0.59725	1.0	140.0	1.0	1.0	1.0	0.0	3.8461538461538463	57.0	57.0	1	0.6666666666666666	9.0	0.469822015978163	2.6848453616444123	1.7634279935629373	1.2787536009528289
ENSG00000204099	Q8WWR8	484	51572	-0.2413	7.84	0	0	16	1	484	484	0	0	0	0	0	0	0	0	0	1	0.0268595041322314	0.1776859504132231	0.1157024793388429	0.1177685950413223	0.0785123966942148	0	0.0	0.0195652173913043	0.0534615384615384	0.0834615384615384	2	0.0599173553719008	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	11	cc	0.3102	35.0	1905.0	4.0	67.8740157480315	0.6977370812407973	0.8125	85.0	365.0	1452.0	51.76470588235295	63.56164383561645	0.2513774104683196	0.0	0.0			0.0	0.0	0.0	0.0				0.0	108.0	0.0	1.0	0.0	0.0	0.0	14.0	0.0	1	0.0	2.0	-0.7878123955960422	2.6848453616444123	1.1760912590556813	1.2041199826559248
ENSG00000125999	Q8TDL5	484	52442	0.273	7.27	0	1	25	22	484	463	3	0	1	0	0	0	0	0	0	1	0.0043196544276457	0.1706263498920086	0.0583153347732181	0.0453563714902807	0.0496760259179265	3	0.0	0.0022779043280182	0.0316666666666666	0.0932072829131652	4	0.1187904967602591	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.4767	28.0	1641.0	16.0	55.45399146861669	0.6716828291857129	0.75	82.0	104.0	1452.0	67.07317073170732	52.88461538461539	0.071625344352617	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0				0.0	42.0	0.0	1.0	0.0	0.0	0.0	164.0	161.0	1	1.0	1.0	0.8662873390841949	2.6848453616444123	2.2174839442139063	1.3979400086720377
ENSG00000175832	P43268	484	53938	-0.6917	5.22	0	0	15	1	484	484	0	1	0	0	0	3	0	0	0	1	0.0144628099173553	0.2190082644628099	0.1157024793388429	0.0888429752066115	0.1095041322314049	1	0.0	0.2021739130434782	0.0399999999999999	0.1223598901098901	5	0.1590909090909091	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	cc	0.2781	42.0	2335.0	13.0	60.599571734475376	0.6514576936909924	0.3125	207.0	673.0	1452.0	77.77777777777779	57.05794947994056	0.4634986225895317	0.0	0.0			0.0	1.0	1.0	0.0				0.0	158.0	1.0	1.0	1.0	0.0	1.4858841010401187	26.0	19.0	1	0.0	9.0	-0.543633966870957	2.6848453616444123	1.4313637641589874	1.1760912590556813
ENSG00000104518	P57764	484	52801	-0.174	4.74	4	0	16	1	484	484	0	0	0	0	1	8	0	1	0	1	0.018595041322314	0.2066115702479339	0.0619834710743801	0.0867768595041322	0.0578512396694214	1	0.0	0.1673913043478261	0.0534615384615384	0.1219909502262443	3	0.0867768595041322	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	12	5	12	cc	0.303	28.0	1723.0	11.0	64.01625072547881	0.6813155770377393	0.875	110.0	158.0	1452.0	70.0	60.75949367088608	0.1088154269972451	0.0	0.0			0.0	1.0	1.0	0.0				0.0	119.0	1.0	1.0	0.0	0.0	6.329113924050633	211.0	0.0	1	1.0	10.0	1.2833012287035497	2.6848453616444123	2.326335860928751	1.2041199826559248
ENSG00000101353	Q9H579	483	54816	-0.0723	6.38	0	0	25	1	483	483	0	0	0	0	0	0	0	0	0	1	0.0289855072463768	0.2215320910973084	0.0476190476190476	0.0269151138716356	0.062111801242236	1	0.0	0.1350762527233115	0.0365384615384615	0.1008241758241758	4	0.1304347826086956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.4561	7.0	3453.0	25.0	49.78279756733276	0.5769874910814682	0.3125	108.0	216.0	3126.0	73.14814814814815	44.44444444444444	0.0690978886756238	0.0	0.0			0.0	2.0	2.0	0.0				0.0	118.0	1.0	1.0	0.0	0.0	9.25925925925926	0.0	0.0	0	0.0	4.0	-2.6989700043360187	2.683947130751512	0.3010299956639812	1.3979400086720377
ENSG00000116726	O95522	483	54633	0.1511	6.49	0	0	26	1	483	483	0	0	0	0	0	0	0	0	0	3	0.05175983436853	0.2049689440993788	0.0559006211180124	0.0476190476190476	0.0745341614906832	1	0.0	0.1002178649237472	0.0316666666666666	0.0316666666666666	1	0.0248447204968944	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	go	0.4759	1.0	2889.0	3.0	49.15195569401177	0.670899260762432	0.375	1130.0	307.0	1449.0	40.796460176991154	46.57980456026058	0.2118702553485162	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1	0.0	7.0	-1.958607314841775	2.683947130751512	0.47712125471966244	1.414973347970818
ENSG00000108588	Q96A33	483	55874	-0.8618	4.46	1	1	19	21	483	463	1	0	0	0	0	0	0	0	0	1	0.0086393088552915	0.3477321814254859	0.0323974082073434	0.0453563714902807	0.0734341252699784	1	0.0	0.4624145785876993	0.01625	0.0243382352941176	3	0.1058315334773218	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	1	6	cc	0.3401	42.0	3283.0	13.0	40.72494669509595	0.5705942693690544	0.5625	205.0	1626.0	1449.0	67.31707317073172	35.05535055350554	1.1221532091097308	1.0	1.0	2.0	2.0	0.0	2.0	2.0	400.0	57.0	27.665	0.8872605	1.0	167.0	1.0	1.0	1.0	0.0	1.2300123001230012	315.0	283.0	1	1.0	10.0	1.4983105537896004	2.683947130751512	2.499687082618404	1.2787536009528289
ENSG00000105671	Q9Y6V7	483	54226	-0.1762	9.49	0	0	27	1	483	483	0	0	0	0	0	0	0	0	0	1	0.0227743271221532	0.2567287784679089	0.0476190476190476	0.0579710144927536	0.0600414078674948	0	0.0	0.2875816993464052	0.0365384615384615	0.0844551282051282	3	0.0848861283643892	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	cc	0.4979	32.0	1793.0	13.0	61.57278304517568	0.7214984109616787	0.6875	27.0	314.0	1449.0	66.66666666666666	63.37579617834395	0.2167011732229123	0.0	0.0			0.0	5.0	5.0	0.0				0.0	150.0	1.0	1.0	1.0	0.0	15.92356687898089	111.0	99.0	1	0.5	6.0	0.1139433523068367	2.683947130751512	2.0492180226701815	1.4313637641589874
ENSG00000176974	P34896	483	53083	-0.2554	7.77	0	0	24	2	483	482	0	1	0	0	0	1	0	0	0	1	0.0207468879668049	0.2219917012448132	0.0456431535269709	0.0850622406639004	0.0788381742738589	0	0.0	0.2096069868995633	0.0365384615384615	0.0703021978021978	5	0.1535269709543568	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	7	3	5	cc	0.4521	107.0	2527.0	12.0	51.9192718638702	0.6573254161801578	0.5625	198.0	877.0	1449.0	70.70707070707071	42.64538198403649	0.6052449965493444	1.0	2.0	2.5	3.0	0.0	8.0	7.0	102.0	100.0	25.274509803921568	0.745592156862745	1.0	144.0	1.0	1.0	1.0	0.0	9.122006841505131	467.0	0.0	1	1.0	8.0	1.4608978427565478	2.683947130751512	2.670245853074124	1.380211241711606
ENSG00000142657	P52209	483	53140	-0.1503	7.25	0	0	22	1	483	483	0	3	0	0	0	2	0	0	0	1	0.0186335403726708	0.2298136645962732	0.0289855072463768	0.10351966873706	0.093167701863354	3	0.0	0.2984749455337691	0.013	0.0156923076923077	2	0.0579710144927536	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	cc	0.414	28.0	2268.0	13.0	50.74955908289242	0.6364441931859888	0.875	54.0	762.0	1449.0	72.22222222222221	45.66929133858268	0.525879917184265	0.0	0.0			0.0	2.0	2.0	32.0	14.0	12.875	0.683	1.0	166.0	1.0	1.0	1.0	0.0	2.6246719160104988	821.0	819.0	1	1.0	9.0	2.459392487759231	2.683947130751512	2.9148718175400505	1.3424226808222062
ENSG00000186335	Q495M3	483	53216	0.6203	8.2	11	0	18	1	483	483	0	0	0	0	0	0	0	0	0	1	0.0227743271221532	0.1366459627329192	0.05175983436853	0.0579710144927536	0.093167701863354	4	0.0	0.0522875816993464	0.0716666666666666	0.0716666666666666	1	0.031055900621118	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	4	1	4	cc	0.3382	10.0	3396.0	10.0	48.93992932862191	0.6722506093856819	0.5625	99.0	1845.0	1449.0	52.52525252525253	44.87804878048781	1.2732919254658386	0.0	0.0			0.0	2.0	2.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0	1.0840108401084012	19.0	19.0	1	0.0	2.0	-0.324221658325915	2.683947130751512	1.3010299956639813	1.255272505103306
ENSG00000170421	P05787	483	53704	-0.5973	5.26	0	0	29	1	483	483	0	5	0	0	0	34	0	0	0	1	0.0	0.2774327122153209	0.0124223602484472	0.0745341614906832	0.0579710144927536	4	0.0107758620689655	0.5620915032679739	0.02	0.0333333333333333	2	0.062111801242236	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	4	2	13	cc	0.54	71.0	1784.0	8.0	59.30493273542601	0.7422108389889219	0.625	95.0	237.0	1449.0	61.05263157894737	58.22784810126582	0.1635610766045548	0.0	0.0			0.0	0.0	0.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0	0.0	1414.0	1187.0	1	1.0	7.0	2.6364878963533656	2.683947130751512	3.150756439860309	1.462397997898956
ENSG00000105723	P49840	483	50981	-0.2243	8.95	0	0	16	2	483	482	0	2	0	0	0	5	0	0	0	1	0.0165975103734439	0.1784232365145228	0.0788381742738589	0.1369294605809128	0.0788381742738589	5	0.0863930885529157	0.1048034934497816	0.0323684210526315	0.0801706188548293	4	0.1224066390041493	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	7	go	0.3138	40.0	2193.0	11.0	61.468308253533976	0.6320654508319804	0.6875	137.0	604.0	1449.0	83.21167883211679	58.27814569536424	0.4168391994478951	1.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0	3.3112582781456954	226.0	107.0	1	1.0	10.0	0.9206450014067876	2.683947130751512	2.3560258571931225	1.2041199826559248
ENSG00000119673	P49753	483	53218	-0.166	8.62	0	0	30	1	483	483	0	2	0	0	0	0	0	0	0	1	0.0144927536231884	0.217391304347826	0.082815734989648	0.0952380952380952	0.0807453416149068	1	0.0	0.1786492374727669	0.0316666666666666	0.0566666666666666	4	0.1055900621118012	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5	cc	0.5637	11.0	1622.0	3.0	57.82983970406905	0.6249124722373978	0.5	28.0	142.0	1449.0	71.42857142857143	30.985915492957744	0.0979986197377501	0.0	0.0			0.0	0.0	0.0	1.0	15.0	15.0	0.0003	1.0	85.0	0.0	1.0	0.0	0.0	0.0	331.0	28.0	1	0.9	10.0	0.7923916894982539	2.683947130751512	2.5211380837040362	1.4771212547196624
ENSG00000170653	P17544	483	51757	-0.4936	8.11	0	0	17	1	483	483	0	0	0	0	0	5	0	0	0	1	0.0144927536231884	0.1987577639751552	0.124223602484472	0.0538302277432712	0.0227743271221532	1	0.0	0.2287581699346405	0.0714285714285714	0.444825468648998	10	0.3312629399585921	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	6	3	6	cc	0.3285	27.0	6660.0	12.0	48.13813813813814	0.5864525388726197	0.75	125.0	5083.0	1449.0	60.8	46.09482589022231	3.507936507936508	1.0	1.0	2.0	2.0	0.0	0.0	0.0	38.0	77.0	45.42105263157895	0.9712552631578948	1.0	163.0	1.0	1.0	1.0	0.0	0.0	143.0	25.0	1	1.0	3.0	0.0253058652647702	2.683947130751512	2.1583624920952498	1.2304489213782739
ENSG00000196391	Q6NX45	483	55068	-1.0263	8.4	0	0	29	1	483	483	0	0	0	0	0	0	0	0	0	1	0.0600414078674948	0.2463768115942029	0.0538302277432712	0.082815734989648	0.0745341614906832	3	0.0	0.2069716775599128	0.0314705882352941	0.106419306184012	4	0.124223602484472	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.5266	9.0	3163.0	4.0	47.10717673095163	0.6057138474656911	0.4375	147.0	1564.0	1449.0	68.70748299319727	42.710997442455245	1.0793650793650793	0.0	0.0			0.0	1.0	1.0	3.0	98.0	68.33333333333333	0.2241666666666666	1.0	54.0	1.0	1.0	0.0	0.0	0.639386189258312	12.0	3.0	1				2.683947130751512	1.1139433523068367	1.462397997898956
ENSG00000003147	Q05084	483	54645	-0.6313	5.56	0	0	29	1	483	483	0	0	0	0	0	0	0	0	0	1	0.020703933747412	0.2857142857142857	0.0372670807453416	0.0476190476190476	0.0745341614906832	1	0.0	0.4313725490196078	0.0703846153846153	0.1302564102564102	4	0.1200828157349896	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	8	1	5	cc	0.5307	78.0	2344.0	14.0	46.75767918088737	0.5461759449442729	0.625	153.0	739.0	1449.0	54.90196078431373	47.090663058186735	0.5100069013112492	0.0	0.0			0.0	2.0	2.0	0.0				0.0	131.0	1.0	1.0	1.0	0.0	2.706359945872801	80.0	77.0	1	1.0	8.0	-0.2182446253475311	2.683947130751512	1.9084850188786497	1.462397997898956
ENSG00000125351	Q9BZI7	483	57762	-1.6967	10.14	0	0	18	1	483	483	0	0	0	0	0	4	0	0	0	1	0.0041407867494824	0.4989648033126294	0.0455486542443064	0.041407867494824	0.0538302277432712	2	0.0625	0.8366013071895425	0.0714285714285714	0.1114285714285714	2	0.0579710144927536	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	3	8	cc	0.3116	13.0	2343.0	11.0	41.31455399061033	0.5497453757868461	0.6875	35.0	856.0	1449.0	71.42857142857143	38.901869158878505	0.590752242926156	1.0	10.0	6.2	10.0	1.0	10.0	9.0	0.0				0.0	152.0	1.0	1.0	1.0	0.0	11.682242990654206	152.0	151.0	1	1.0	9.0	0.6570558528571039	2.683947130751512	2.184691430817599	1.255272505103306
ENSG00000164402	Q92599	483	55756	-0.623	6.22	0	0	20	2	483	482	0	0	0	0	0	2	0	0	0	1	0.0186721991701244	0.3008298755186722	0.0311203319502074	0.0414937759336099	0.0746887966804979	3	0.0	0.4366812227074236	0.0322222222222222	0.1151709401709402	4	0.1141078838174273	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	4	1	0	0	0	0	0	0	0	0	8	1	9	cc	0.3587	29.0	2751.0	10.0	50.67248273355144	0.7143339342642165	0.875	102.0	1197.0	1449.0	79.41176470588235	40.51796157059314	0.8260869565217391	0.0	0.0			0.0	11.0	11.0	70.0	100.0	57.51428571428571	0.7621142857142857	1.0	167.0	1.0	1.0	1.0	0.0	9.189640768588136	366.0	258.0	1	1.0	8.0	1.1903316981702914	2.683947130751512	2.5646660642520893	1.3010299956639813
ENSG00000082014	Q6STE5	483	55016	-0.6788	9.85	0	0	27	2	483	482	0	0	0	0	0	2	0	0	0	1	0.0082987551867219	0.2759336099585062	0.0809128630705394	0.0477178423236514	0.0705394190871369	0	0.0	0.425764192139738	0.0683333333333333	0.2264047619047619	6	0.1721991701244813	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	8	cc	0.4908	15.0	1907.0	13.0	58.25904562139485	0.6733606569368926	0.375	132.0	323.0	1449.0	54.54545454545454	52.0123839009288	0.2229123533471359	1.0	2.0	14.5	15.0	1.0	0.0	0.0	2.0	31.0	22.0	0.5161	1.0	113.0	1.0	1.0	0.0	0.0	0.0	116.0	59.0	1	1.0	6.0	-0.0163737128754655	2.683947130751512	2.0681858617461617	1.4313637641589874
ENSG00000110367	P26196	483	54417	-0.3226	8.93	0	0	25	1	483	483	0	0	0	0	0	1	0	0	0	1	0.0144927536231884	0.2298136645962732	0.0434782608695652	0.0683229813664596	0.062111801242236	4	0.0	0.1895424836601307	0.0423333333333333	0.074	2	0.0559006211180124	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	6	4	16	cc	0.4594	49.0	6128.0	14.0	39.98041775456919	0.5438721310580582	0.5625	334.0	4342.0	1449.0	42.51497005988024	38.59972362966375	2.996549344375431	1.0	2.0	4.0	5.0	0.0	27.0	25.0	244.0	64.0	30.61065573770492	0.991744262295082	1.0	167.0	1.0	1.0	1.0	0.0	6.218332565637955	462.0	458.0	1	1.0	10.0	1.7442929831226763	2.683947130751512	2.6655809910179533	1.3979400086720377
ENSG00000047249	Q9UI12	483	55883	-0.3679	6.44	0	0	25	1	483	483	0	0	0	0	0	1	0	0	0	1	0.020703933747412	0.2443064182194617	0.0227743271221532	0.0393374741200828	0.0910973084886128	0	0.0	0.3093681917211329	0.0322222222222222	0.0588888888888889	3	0.0869565217391304	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	11	cc	0.4474	64.0	2120.0	14.0	44.528301886792455	0.5560378812986014	0.0	247.0	421.0	1449.0	62.75303643724697	34.91686460807601	0.2905452035886818	0.0	0.0			0.0	3.0	3.0	10.0	13.0	13.0	0.11688	1.0	160.0	1.0	1.0	1.0	0.0	7.125890736342043	251.0	251.0	1	1.0	10.0	1.1398790864012365	2.683947130751512	2.401400540781544	1.3979400086720377
ENSG00000109832	Q9UHL0	483	54692	-0.1899	6.2	0	0	25	1	483	483	0	0	0	0	0	0	0	0	0	1	0.0186335403726708	0.2422360248447205	0.0351966873706004	0.0559006211180124	0.0703933747412008	2	0.0	0.2592592592592592	0.0196153846153846	0.0281868131868131	2	0.0559006211180124	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	1	5	cc	0.4571	16.0	7424.0	12.0	44.396551724137936	0.548449757016623	0.9375	10.0	5962.0	1449.0	60.0	43.92821200939282	4.11456176673568	0.0	0.0			0.0	0.0	0.0	0.0				0.0	6.0	1.0	0.0	0.0	0.0	0.0	83.0	60.0	1	0.5	2.0	-0.7189666327522725	2.683947130751512	1.9242792860618816	1.3979400086720377
ENSG00000068912	Q96DZ1	483	54858	-0.6404	6.33	0	1	24	34	483	450	1	0	6	0	0	0	0	0	0	1	0.0311111111111111	0.26	0.0622222222222222	0.0577777777777777	0.0933333333333333	1	0.0	0.3075117370892019	0.0557142857142856	0.137890756302521	7	0.2266666666666666	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	cc	0.4375	68.0	2446.0	14.0	41.49632052330335	0.5239942050046172	0.75	167.0	827.0	1449.0	70.05988023952095	33.01088270858525	0.5707384403036577	1.0	1.0	13.0	13.0	1.0	3.0	3.0	29.0	78.0	57.0	0.8450206896551724	1.0	151.0	1.0	1.0	1.0	0.0	3.6275695284159615	196.0	194.0	1	1.0	10.0	0.5092025223311029	2.683947130751512	2.294466226161593	1.380211241711606
ENSG00000122574	A6NGB9	483	49458	-0.6743	10.85	0	0	22	1	483	483	0	0	0	0	0	4	0	0	0	1	0.0082815734989648	0.1469979296066252	0.2815734989648033	0.0786749482401656	0.0289855072463768	4	0.1271551724137931	0.0544662309368191	0.0683333333333333	0.1466570411536086	5	0.2070393374741201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	4	cc	0.4448	5.0	4225.0	9.0	53.65680473372782	0.5586681001983687	0.25	228.0	2545.0	1449.0	72.36842105263158	46.01178781925344	1.756383712905452	0.0	0.0			0.0	9.0	9.0	2.0	20.0	20.0	0.5146	1.0	131.0	1.0	1.0	1.0	0.0	3.536345776031434	91.0	76.0	1	1.0	8.0	-0.563837352959244	2.683947130751512	1.9637878273455553	1.3424226808222062
ENSG00000152778	Q13325	482	55847	-0.5535	7.44	0	0	23	1	482	482	0	0	0	0	0	0	0	0	0	1	0.0165975103734439	0.2925311203319502	0.0228215767634854	0.0394190871369294	0.1037344398340249	1	0.0	0.5	0.013	0.018	3	0.0975103734439834	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	2	1	5	cc	0.4118	8.0	4029.0	2.0	37.55274261603376	0.5525049647840037	0.5	231.0	2349.0	1446.0	68.3982683982684	31.58790974882929	1.62448132780083	0.0	0.0			0.0	3.0	3.0	0.0				0.0	34.0	0.0	0.0	0.0	0.0	1.2771392081736908	195.0	184.0	1				2.6830470382388496	2.292256071356476	1.3617278360175928
ENSG00000137992	P11182	482	53517	-0.1297	6.53	0	0	23	62	482	421	0	14	0	0	0	2	0	0	0	1	0.009501187648456	0.2399049881235154	0.0593824228028503	0.0665083135391924	0.0688836104513064	3	0.0	0.2972292191435768	0.0873076923076923	0.1410859728506787	4	0.1330166270783848	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	cc	0.4298	16.0	10799.0	11.0	39.28141494582832	0.5025619484566414	0.6875	14.0	9336.0	1446.0	50.0	39.01028277634961	6.45643153526971	0.0	0.0			0.0	4.0	4.0	0.0				0.0	134.0	1.0	1.0	1.0	0.0	0.4284490145672665	266.0	266.0	1	1.0	9.0	1.4082399653118496	2.6830470382388496	2.4265112613645754	1.3617278360175928
